都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|61,031|1,200,804|174|2|59,382|1,472
青森|5,897|98,599|0|0|5,859|38
岩手|3,487|129,640|0|0|3,434|53
宮城|16,276|254,701|2|0|16,156|118
秋田|1,925|27,348|3|0|1,895|27
山形|3,554|107,285|3|0|3,495|56
福島|9,487|442,895|2|1|9,309|176
茨城|24,443|40,548|20|0|24,203|220
栃木|15,478|508,103|15|1|15,346|117
群馬|16,844|325,516|27|1|16,641|176
埼玉|115,775|1,563,995|98|8|114,622|1,055
千葉|100,435|1,163,072|45|0|99,360|1,027
東京|382,069|3,941,714|191|9|378,715|3,163
神奈川|169,171|1,727,741|143|5|167,716|1,312
新潟|8,012|304,733|10|0|7,941|61
富山|4,867|124,589|0|0|4,815|52
石川|7,968|205,825|2|0|7,815|129
福井|3,115|123,014|0|0|3,077|38
山梨|5,155|126,115|0|0|5,126|29
長野|8,883|345,676|1|0|8,841|97
岐阜|19,239|445,748|18|0|19,002|218
静岡|26,780|677,926|9|0|26,561|209
愛知|106,530|1,423,484|63|2|105,308|1,159
三重|14,811|255,278|3|0|14,970|163
滋賀|12,432|280,294|17|0|12,311|104
京都|35,971|450,433|40|0|35,639|291
大阪|203,009|3,913,071|229|21|199,718|3,062
兵庫|78,644|811,852|64|4|77,184|1,396
奈良|15,928|268,556|9|0|15,770|149
和歌山|5,299|67,186|1|0|5,131|62
鳥取|1,669|159,808|0|0|1,639|5
島根|1,731|60,830|1|0|1,725|5
岡山|15,507|294,005|83|3|15,262|136
広島|22,149|952,568|24|0|21,923|202
山口|5,788|202,677|17|0|5,678|93
徳島|3,291|111,425|2|0|3,223|66
香川|4,705|138,626|0|0|4,666|38
愛媛|5,409|165,555|4|0|5,323|82
高知|4,167|105,447|0|0|4,134|33
福岡|74,561|1,351,183|66|4|73,855|622
佐賀|5,866|113,651|2|0|5,889|30
長崎|6,119|193,677|1|0|6,045|73
熊本|14,395|124,602|1|0|14,258|136
大分|8,186|288,168|0|0|8,102|84
宮崎|6,151|73,041|0|0|6,094|41
鹿児島|9,102|173,341|0|0|9,036|66
沖縄|50,298|418,498|12|1|49,894|398
その他（その他）|149|0|0|0|149|0
合計|1,721,758|26,282,843|1,402|62|1,702,237|18,339
