都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|53,966|954,184|4,961|16|47,591|1,437
青森|3,708|65,555|629|1|3,046|33
岩手|2,740|103,442|346|2|2,346|48
宮城|13,460|196,615|2,114|25|11,151|96
秋田|1,463|20,188|269|2|1,173|21
山形|2,942|81,502|437|5|2,457|48
福島|8,148|352,984|1,057|18|6,926|165
茨城|18,867|37,322|2,466|23|16,221|180
栃木|12,079|381,205|2,057|17|9,922|100
群馬|13,310|247,150|2,528|22|10,624|158
埼玉|91,038|1,251,098|25,701|164|63,080|872
千葉|76,248|901,106|13,776|102|61,677|795
東京|318,929|3,164,327|41,654|268|274,882|2,393
神奈川|132,172|1,355,494|17,553|245|113,553|1,066
新潟|6,032|228,695|931|3|5,047|54
富山|3,874|95,627|1,070|9|2,765|39
石川|6,882|158,764|747|9|5,999|121
福井|2,292|93,122|266|1|1,990|36
山梨|3,932|86,511|692|3|3,219|23
長野|7,268|259,386|828|6|6,207|94
岐阜|13,540|332,258|2,271|4|10,880|195
静岡|18,027|510,880|5,166|28|12,698|163
愛知|69,271|1,014,154|11,081|40|57,160|1,030
三重|9,838|170,434|3,158|13|6,761|121
滋賀|9,346|193,559|2,233|8|7,018|95
京都|26,743|350,632|5,787|107|20,119|250
大阪|151,295|2,799,201|21,675|516|125,077|2,771
兵庫|57,796|622,091|6,882|65|49,584|1,331
奈良|12,004|209,773|1,548|14|10,306|135
和歌山|4,133|53,060|525|21|3,466|51
鳥取|1,270|115,596|244|2|1,007|3
島根|1,127|40,685|178|1|947|2
岡山|11,939|208,397|1,485|7|8,975|127
広島|16,193|694,007|1,659|11|13,473|180
山口|4,494|140,551|777|3|3,634|83
徳島|2,319|82,442|357|1|1,875|63
香川|3,740|107,783|820|8|2,887|34
愛媛|4,273|121,159|740|4|3,455|78
高知|2,895|74,310|554|2|2,310|31
福岡|58,766|1,053,126|10,712|35|46,619|558
佐賀|4,557|79,706|957|2|3,261|27
長崎|4,857|152,800|800|0|3,992|69
熊本|11,020|100,962|2,035|14|8,862|123
大分|5,966|214,423|1,480|2|4,421|65
宮崎|4,772|56,729|1,036|3|3,693|29
鹿児島|7,113|141,025|1,962|3|4,960|44
沖縄|38,498|327,368|6,363|109|31,771|249
（その他）|149|-|0|-|149|-
合計|1,335,291|20,001,388|212,567|1,964|1,099,236|15,686
