都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|38,530|691,336|7,307|51|30,401|1,138
青森|2,383|45,261|196|1|2,157|30
岩手|1,465|74,009|123|2|1,297|45
宮城|8,894|145,345|179|7|8,618|83
秋田|758|13,808|40|1|704|14
山形|1,971|59,996|121|4|1,808|42
福島|4,602|242,841|205|11|4,253|144
茨城|9,797|32,725|402|10|9,244|151
栃木|6,402|264,314|300|11|6,024|78
群馬|7,861|171,307|313|18|7,409|139
埼玉|44,023|887,226|1,524|48|41,708|791
千葉|37,318|615,360|915|20|35,722|681
東京|161,913|2,300,292|4,686|73|155,152|2,075
神奈川|61,893|937,046|1,917|66|59,090|886
新潟|3,247|146,322|258|7|2,950|39
富山|1,893|64,987|224|8|1,633|36
石川|3,790|95,072|376|9|3,305|106
福井|1,047|59,583|32|0|981|34
山梨|1,558|43,111|97|1|1,442|19
長野|4,823|181,302|226|5|4,580|84
岐阜|8,935|241,591|686|18|8,083|166
静岡|8,465|356,876|587|7|7,740|138
愛知|47,538|718,177|4,735|95|42,000|803
三重|4,959|123,611|324|11|4,657|107
滋賀|5,169|130,131|441|12|4,647|81
京都|15,917|256,825|749|24|14,892|214
大阪|100,133|1,846,273|7,873|306|88,982|2,363
兵庫|39,816|462,667|1,388|90|37,236|1,202
奈良|7,933|153,537|258|11|7,560|115
和歌山|2,629|40,452|70|19|2,459|45
鳥取|466|73,693|30|0|427|2
島根|543|26,359|64|3|479|0
岡山|7,397|138,031|992|31|6,022|106
広島|10,744|400,384|853|26|9,299|134
山口|2,956|108,624|356|6|2,536|64
徳島|1,632|59,068|37|2|1,534|61
香川|2,019|78,055|117|6|1,881|26
愛媛|2,722|87,428|62|4|2,588|72
高知|1,520|9,996|241|7|1,259|20
福岡|34,300|755,292|3,509|75|30,215|465
佐賀|2,513|50,781|124|3|2,396|19
長崎|2,916|112,762|123|2|2,726|67
熊本|6,281|78,715|512|24|5,671|98
大分|3,408|148,185|280|3|3,078|50
宮崎|3,037|43,294|91|3|2,910|26
鹿児島|3,384|102,319|254|2|3,098|30
沖縄|17,564|221,787|2,700|84|14,718|152
（その他）|149|-|0|-|149|-
合計|749,213|13,896,156|46,897|1,227|687,720|13,241
