都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|60,270|1,098,773|439|6|58,394|1,467
青森|5,703|86,790|208|3|5,459|36
岩手|3,482|120,262|11|0|3,419|52
宮城|16,212|238,435|182|3|15,905|117
秋田|1,864|26,030|27|1|1,811|26
山形|3,505|95,561|43|0|3,406|56
福島|9,442|403,906|55|4|9,213|174
茨城|24,168|39,827|296|10|23,657|215
栃木|15,257|477,987|236|4|14,906|115
群馬|16,566|289,937|168|10|16,240|172
埼玉|114,775|1,435,093|1,627|49|112,141|1,007
千葉|99,634|1,052,169|994|36|97,566|999
東京|375,616|3,608,685|3,062|93|369,620|2,934
神奈川|167,707|1,579,540|1,393|62|165,054|1,260
新潟|7,860|279,321|195|3|7,605|60
富山|4,794|112,486|43|2|4,701|50
石川|7,876|190,801|120|2|7,610|124
福井|3,045|114,751|63|1|2,945|37
山梨|5,114|111,974|107|0|4,978|29
長野|8,738|310,469|88|1|8,607|96
岐阜|18,763|400,584|329|5|18,395|215
静岡|26,613|609,854|248|3|26,159|206
愛知|105,300|1,279,026|2,510|29|101,655|1,135
三重|14,630|262,689|204|2|14,584|162
滋賀|12,259|250,959|198|2|11,961|100
京都|35,508|415,505|1,232|20|33,964|279
大阪|199,794|3,400,269|3,622|240|191,404|2,970
兵庫|77,330|734,048|1,266|32|74,676|1,388
奈良|15,665|245,646|228|6|15,288|149
和歌山|5,244|64,605|59|8|5,021|61
鳥取|1,637|143,956|11|0|1,598|5
島根|1,619|53,023|54|0|1,561|4
岡山|15,104|262,448|105|3|14,843|135
広島|21,626|876,569|305|6|21,125|196
山口|5,590|182,635|76|0|5,425|89
徳島|3,256|102,247|58|1|3,134|64
香川|4,682|126,896|41|2|4,605|36
愛媛|5,168|148,187|124|2|4,963|81
高知|4,103|94,897|38|1|4,034|31
福岡|73,952|1,231,769|1,950|23|71,352|610
佐賀|5,759|100,725|68|1|5,699|29
長崎|5,991|176,404|77|0|5,844|71
熊本|14,283|121,653|160|4|13,988|135
大分|8,096|258,364|128|3|7,887|81
宮崎|6,130|72,363|44|2|6,029|41
鹿児島|9,056|166,477|51|0|9,001|65
沖縄|49,656|389,869|924|34|48,245|312
その他（その他）|149|0|0|0|149|0
合計|1,698,591|23,844,464|23,467|719|1,655,826|17,676
