都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|23,270|512,060|1,256|24|21,108|837
青森|1,482|31,293|258|0|1,202|22
岩手|848|54,585|78|2|739|31
宮城|7,898|115,308|681|16|7,149|59
秋田|414|9,637|69|0|336|9
山形|1,441|44,992|182|5|1,227|32
福島|3,198|180,190|330|11|2,747|121
茨城|7,887|28,924|558|13|7,197|132
栃木|5,227|195,374|209|4|4,948|70
群馬|5,724|131,991|312|3|5,309|103
埼玉|36,884|733,863|2,152|29|33,994|738
千葉|32,503|533,805|1,198|16|30,689|616
東京|135,173|1,962,066|6,034|50|127,263|1,876
神奈川|52,411|779,963|1,887|37|49,712|812
新潟|2,177|102,304|405|2|1,754|18
富山|1,254|48,632|153|5|1,072|29
石川|2,367|69,063|277|11|2,019|69
福井|849|45,455|178|3|638|33
山梨|1,113|35,312|65|1|1,029|19
長野|3,735|141,593|392|5|3,328|62
岐阜|5,635|181,992|372|6|5,133|130
静岡|6,315|280,654|284|3|5,910|121
愛知|31,732|530,413|2,773|20|28,340|619
三重|3,526|91,905|534|14|3,006|77
滋賀|3,521|100,974|457|4|3,003|61
京都|11,427|203,699|1,142|12|10,142|181
大阪|75,559|1,347,565|16,692|362|56,828|1,361
兵庫|28,762|361,841|4,511|89|23,594|657
奈良|5,768|118,912|1,103|20|4,592|71
和歌山|2,033|30,171|385|55|1,594|22
鳥取|356|59,348|66|0|281|2
島根|332|19,437|37|0|295|0
岡山|3,601|95,544|396|11|2,907|37
広島|5,669|237,949|259|3|5,277|109
山口|1,718|77,872|242|1|1,433|43
徳島|1,159|41,222|378|7|746|35
香川|1,154|59,782|141|4|998|21
愛媛|2,192|57,611|392|11|1,768|32
高知|989|7,710|32|2|938|19
福岡|21,581|580,261|1,875|16|19,360|346
佐賀|1,524|37,237|218|5|1,318|13
長崎|1,947|88,968|278|1|1,640|40
熊本|3,767|62,103|203|5|3,487|77
大分|1,641|106,440|282|1|1,335|24
宮崎|2,140|28,570|99|0|2,011|22
鹿児島|2,024|79,790|82|0|1,928|28
沖縄|12,135|185,656|1,260|9|10,748|133
（その他）|149|-|0|-|149|-
合計|564,211|10,830,036|51,167|898|502,221|9,969
