都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|288,111|2,045,281|24,006|8|261,432|1,993
青森|47,058|222,088|5,214|0|41,748|96
岩手|27,119|248,615|3,503|1|23,531|85
宮城|73,464|518,834|5,933|2|66,900|188
秋田|24,421|57,189|2,708|1|21,656|57
山形|22,990|184,345|2,083|2|20,820|87
福島|51,179|754,173|5,286|2|45,684|209
茨城|142,497|1,240,444|4,861|4|137,217|419
栃木|80,046|712,728|6,547|1|73,234|265
群馬|83,724|596,291|4,215|1|79,201|308
埼玉|508,340|2,654,426|18,601|3|488,296|1,443
千葉|418,987|1,956,927|14,957|5|398,910|1,738
東京|1,431,891|6,447,158|79,161|13|1,348,407|4,323
神奈川|697,167|2,180,686|20,859|22|674,179|2,129
新潟|59,900|590,888|3,904|0|55,905|91
富山|31,865|228,134|1,503|0|30,271|91
石川|42,848|393,021|3,447|4|39,188|190
福井|26,705|292,189|1,148|1|25,512|45
山梨|28,419|274,619|1,210|0|27,155|67
長野|61,504|655,888|3,991|0|56,954|178
岐阜|84,886|805,117|4,833|0|79,150|324
静岡|145,399|1,151,870|6,556|0|137,963|401
愛知|477,943|2,501,023|24,853|12|451,074|2,016
三重|70,683|464,184|4,163|3|67,961|285
滋賀|80,322|579,045|4,126|0|75,983|213
京都|179,772|775,338|8,176|11|169,901|699
大阪|891,417|6,638,535|32,454|25|854,009|4,941
兵庫|381,171|1,456,452|11,775|8|367,209|2,187
奈良|84,360|481,414|6,784|2|77,211|365
和歌山|35,569|155,223|1,459|0|33,802|114
鳥取|12,023|347,855|1,186|0|10,678|14
島根|13,556|178,102|1,714|0|11,828|14
岡山|79,337|520,624|4,573|3|69,371|237
広島|123,976|1,705,414|11,725|10|111,787|464
山口|36,307|527,281|1,982|1|34,152|173
徳島|18,702|193,664|680|0|17,949|79
香川|38,797|250,074|2,793|0|35,884|120
愛媛|32,905|322,991|2,492|3|30,278|135
高知|21,177|245,014|1,350|1|19,723|104
福岡|366,723|2,450,802|21,193|8|337,037|1,204
佐賀|44,144|248,260|3,929|0|37,099|97
長崎|43,914|338,164|5,007|3|41,016|120
熊本|81,366|257,068|5,962|4|75,125|279
大分|43,228|532,361|3,147|0|39,926|155
宮崎|39,593|176,761|4,103|1|35,435|130
鹿児島|63,350|360,680|5,961|2|56,498|179
沖縄|158,524|741,539|11,762|6|146,291|447
その他（その他）|149|0|0|0|149|0
合計|7,797,528|46,658,779|407,875|173|7,340,689|29,498
