都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|370,795|2,314,450|9,964|1|359,025|2,079
青森|58,771|254,653|1,247|0|57,420|104
岩手|36,496|288,728|1,387|0|35,015|94
宮城|90,156|602,476|2,060|0|87,784|198
秋田|31,374|62,979|952|0|30,352|70
山形|29,384|197,692|658|0|28,632|94
福島|64,966|848,559|1,015|1|63,728|223
茨城|161,583|1,380,150|1,246|0|159,896|441
栃木|92,435|761,245|1,111|1|91,050|274
群馬|96,210|660,394|1,143|0|94,746|321
埼玉|558,364|2,889,452|4,695|2|552,027|1,642
千葉|455,456|2,137,268|3,616|1|447,563|1,786
東京|1,563,080|7,021,369|18,003|4|1,540,540|4,537
神奈川|764,751|2,979,128|5,610|6|756,926|2,215
新潟|73,788|669,234|974|0|72,723|91
富山|38,447|255,257|1,126|0|37,228|93
石川|58,024|476,415|1,404|0|56,400|197
福井|37,113|333,775|950|0|36,118|45
山梨|33,566|346,457|530|0|32,971|68
長野|75,624|746,316|1,130|0|74,273|203
岐阜|105,405|913,041|2,571|1|102,368|341
静岡|174,772|1,278,883|2,612|0|171,693|418
愛知|553,430|2,825,360|8,872|4|542,477|2,081
三重|84,393|538,285|1,205|1|84,887|306
滋賀|92,739|658,327|1,380|0|91,140|219
京都|207,104|849,636|2,815|4|203,431|727
大阪|990,972|7,258,532|13,635|12|972,240|5,097
兵庫|433,162|1,595,641|5,688|3|425,236|2,239
奈良|94,326|527,645|1,610|0|92,327|389
和歌山|43,133|176,216|462|0|42,344|117
鳥取|15,642|410,122|357|0|15,065|20
島根|17,421|221,138|304|0|17,101|16
岡山|101,599|597,565|2,154|1|97,944|248
広島|162,970|1,941,289|4,848|1|157,632|490
山口|46,897|587,797|1,289|0|45,430|178
徳島|23,210|220,125|639|1|22,487|85
香川|49,568|283,481|801|0|48,639|128
愛媛|41,631|372,907|1,282|1|40,209|140
高知|28,808|304,291|904|0|27,791|113
福岡|435,948|2,745,525|6,831|1|421,990|1,264
佐賀|53,875|285,263|993|0|50,389|106
長崎|61,788|405,964|2,250|0|59,418|124
熊本|102,610|288,502|2,794|3|99,520|296
大分|56,036|602,781|953|1|54,920|163
宮崎|55,554|193,078|1,421|0|53,920|144
鹿児島|87,618|428,588|2,807|1|84,412|205
沖縄|231,247|883,038|10,335|10|220,343|473
その他（その他）|149|0|0|0|149|0
合計|9,042,390|52,619,017|140,633|61|8,859,919|30,902
