都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|49,909|916,034|3,824|16|44,621|1,430
青森|3,156|61,787|362|0|2,762|32
岩手|2,454|99,544|337|1|2,069|48
宮城|11,669|185,104|1,347|13|10,199|93
秋田|1,193|18,907|130|2|1,042|21
山形|2,565|76,790|273|5|2,245|47
福島|7,356|338,415|1,035|11|6,159|162
茨城|16,387|36,486|2,181|29|14,030|176
栃木|10,404|369,096|1,478|19|8,832|94
群馬|11,097|232,574|1,537|21|9,405|155
埼玉|77,743|1,184,209|21,064|124|55,818|861
千葉|63,951|856,183|10,283|73|52,912|756
東京|282,094|3,025,554|39,318|268|240,436|2,340
神奈川|113,161|1,286,120|14,829|202|97,309|1,023
新潟|5,218|214,909|787|6|4,377|54
富山|3,036|89,598|562|7|2,436|38
石川|6,309|148,669|752|9|5,427|120
福井|2,031|87,792|216|2|1,779|36
山梨|3,276|80,996|523|2|2,736|23
長野|6,295|244,117|620|2|5,611|94
岐阜|11,022|312,064|902|2|9,930|190
静岡|14,254|483,975|2,808|19|11,287|159
愛知|60,267|973,801|5,164|28|54,085|1,018
三重|7,186|170,386|1,170|12|6,071|117
滋賀|7,732|185,018|1,300|4|6,337|95
京都|22,905|335,588|3,642|82|18,693|249
大阪|133,411|2,673,141|14,137|445|115,134|2,743
兵庫|50,875|593,686|4,393|40|45,159|1,325
奈良|10,564|199,767|1,039|13|9,391|134
和歌山|3,517|49,235|275|12|3,111|50
鳥取|1,118|108,983|280|0|822|3
島根|938|38,671|138|1|798|2
岡山|10,117|197,807|863|7|8,233|127
広島|13,768|646,233|878|7|12,458|180
山口|3,815|136,504|413|2|3,322|80
徳島|1,961|77,530|117|1|1,781|63
香川|3,042|101,662|541|7|2,469|33
愛媛|3,657|115,736|568|5|3,012|77
高知|2,335|68,850|162|4|2,143|30
福岡|50,484|998,325|7,673|24|41,580|550
佐賀|3,553|72,455|473|0|2,909|27
長崎|4,169|145,379|520|1|3,585|69
熊本|9,060|94,512|1,388|10|7,551|121
大分|4,512|200,743|647|1|3,801|64
宮崎|3,821|51,832|394|1|3,387|27
鹿児島|5,444|130,152|1,034|2|4,259|42
沖縄|33,248|312,049|5,381|104|27,466|246
（その他）|149|-|0|-|149|-
合計|1,156,228|19,026,968|157,758|1,646|979,128|15,424
