都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|59,394|1,058,585|1,533|21|56,527|1,464
青森|5,269|80,301|448|9|4,788|33
岩手|3,426|115,181|174|0|3,202|50
宮城|15,859|228,120|596|16|15,109|108
秋田|1,796|24,731|86|2|1,684|26
山形|3,443|91,061|167|3|3,222|54
福島|9,312|388,234|306|6|8,833|173
茨城|23,266|38,857|1,041|23|22,020|205
栃木|14,703|429,295|722|13|13,874|107
群馬|16,213|276,181|560|20|15,487|166
埼玉|111,865|1,381,956|6,469|110|104,435|961
千葉|96,997|1,005,576|6,432|69|89,613|952
東京|368,950|3,474,206|12,204|198|354,034|2,712
神奈川|163,641|1,513,625|5,797|150|156,648|1,196
新潟|7,471|265,400|415|8|6,998|58
富山|4,712|107,565|186|5|4,478|48
石川|7,675|180,526|258|3|7,272|123
福井|2,885|109,040|141|0|2,708|36
山梨|4,933|101,838|245|1|4,660|29
長野|8,478|294,408|268|2|8,160|95
岐阜|18,067|381,088|1,023|15|16,959|207
静岡|25,827|580,486|1,639|16|23,992|196
愛知|100,806|1,197,531|14,002|80|85,722|1,082
三重|14,288|202,459|1,600|22|12,846|150
滋賀|11,878|226,805|666|6|11,114|98
京都|34,499|397,807|3,638|74|30,426|259
大阪|193,048|3,192,976|14,684|580|173,510|2,888
兵庫|74,307|697,328|4,553|66|68,383|1,373
奈良|15,176|235,351|805|17|14,227|144
和歌山|5,088|62,100|167|12|4,760|59
鳥取|1,611|137,538|113|0|1,471|5
島根|1,525|48,532|89|1|1,434|2
岡山|14,842|241,401|1,161|17|13,160|135
広島|20,794|821,060|730|13|19,338|189
山口|5,445|173,420|234|1|5,123|88
徳島|3,148|96,320|237|3|2,847|64
香川|4,594|122,228|139|4|4,420|34
愛媛|4,983|139,621|195|6|4,707|81
高知|4,012|89,912|198|3|3,783|31
福岡|72,399|1,180,048|6,011|29|65,550|591
佐賀|5,634|95,153|184|1|5,457|29
長崎|5,834|169,046|289|2|5,475|71
熊本|13,899|116,817|675|14|13,093|131
大分|7,834|244,967|336|4|7,423|75
宮崎|6,012|70,456|305|8|5,652|39
鹿児島|8,929|161,547|439|7|8,460|59
沖縄|48,003|370,206|4,426|83|42,796|276
（その他）|149|-|0|-|149|-
合計|1,652,919|22,616,889|96,586|1,743|1,536,029|16,952
