都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|254,940|1,952,488|21,206|6|231,641|1,960
青森|42,462|209,057|4,656|0|37,713|93
岩手|22,951|233,969|3,411|1|19,459|81
宮城|66,648|489,045|6,164|4|59,799|180
秋田|20,886|54,119|2,946|3|17,888|52
山形|20,393|179,014|2,001|1|18,308|84
福島|44,454|717,303|5,634|0|38,620|200
茨城|132,087|44,951|7,831|2|123,852|404
栃木|72,094|693,760|7,017|2|64,819|258
群馬|77,702|571,643|4,705|1|72,695|302
埼玉|478,873|2,562,899|25,918|13|451,536|1,419
千葉|396,546|1,882,057|21,124|8|365,830|1,701
東京|1,361,969|6,242,732|100,625|20|1,257,086|4,258
神奈川|659,949|2,180,686|30,692|21|627,163|2,094
新潟|53,236|557,666|5,831|0|47,314|91
富山|30,333|220,126|2,174|0|28,069|90
石川|38,921|370,064|3,275|2|35,437|186
福井|24,246|278,123|1,357|1|22,844|45
山梨|26,520|262,958|1,763|0|24,705|64
長野|53,907|618,110|5,122|0|46,641|169
岐阜|77,625|767,662|5,267|0|71,399|320
静岡|135,770|1,066,008|8,045|1|126,870|389
愛知|449,501|2,417,403|25,553|18|421,954|1,994
三重|64,579|451,498|5,561|1|60,350|280
滋賀|75,552|543,772|4,420|0|70,928|204
京都|168,974|749,272|9,163|10|158,204|688
大阪|852,443|6,433,563|42,431|38|805,135|4,855
兵庫|360,470|1,411,114|15,505|13|342,812|2,156
奈良|80,585|466,067|9,640|7|70,588|357
和歌山|32,490|146,681|1,697|2|30,502|111
鳥取|10,516|322,839|787|0|9,587|14
島根|11,409|156,561|1,333|0|10,065|11
岡山|71,748|509,607|4,493|5|64,966|229
広島|111,549|1,612,031|12,854|5|98,239|456
山口|33,658|507,518|2,558|1|30,930|170
徳島|17,664|187,263|944|2|16,650|79
香川|34,438|239,030|2,873|1|31,449|116
愛媛|29,379|312,231|2,855|4|26,390|134
高知|19,241|231,023|1,487|2|17,653|101
福岡|338,126|2,350,686|36,763|10|292,991|1,172
佐賀|38,208|232,512|3,655|0|31,651|95
長崎|38,114|322,586|4,121|0|35,614|118
熊本|73,853|244,666|5,645|4|67,932|276
大分|38,500|509,488|3,426|1|34,927|147
宮崎|33,487|165,193|5,474|1|27,967|122
鹿児島|53,827|334,404|5,852|2|47,176|171
沖縄|140,891|702,108|11,355|9|129,097|441
その他（その他）|149|0|0|0|149|0
合計|7,271,863|43,713,556|497,209|222|6,723,594|28,937
