都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|170,928|1,648,990|26,549|5|142,295|1,746
青森|20,703|159,475|3,274|0|17,369|60
岩手|10,478|179,352|2,784|1|7,635|59
宮城|39,916|383,987|6,347|10|32,929|139
秋田|9,410|42,683|1,765|2|7,613|32
山形|11,478|149,479|2,075|0|9,338|65
福島|23,982|598,961|2,727|7|21,071|184
茨城|71,765|43,898|7,789|17|63,690|286
栃木|45,073|620,532|7,348|9|37,546|179
群馬|51,392|478,277|6,837|8|44,307|248
埼玉|309,742|2,180,747|34,377|54|274,194|1,171
千葉|265,439|1,613,080|32,077|25|228,523|1,323
東京|984,556|5,409,687|161,717|75|819,218|3,621
神奈川|445,147|2,180,686|47,715|107|395,752|1,680
新潟|29,177|458,083|3,815|3|25,294|68
富山|17,444|180,667|5,727|6|11,655|62
石川|24,341|288,565|3,826|6|20,328|164
福井|12,354|210,166|1,740|3|10,575|39
山梨|16,000|198,398|2,384|3|13,589|42
長野|30,739|500,690|3,732|4|26,530|142
岐阜|52,586|644,442|6,434|9|45,318|271
静岡|87,628|943,366|13,374|5|69,618|332
愛知|311,504|2,016,583|37,694|53|272,211|1,599
三重|40,599|369,137|5,233|6|36,293|236
滋賀|48,449|428,182|9,143|1|39,172|134
京都|123,001|650,658|18,963|89|101,874|423
大阪|642,552|5,593,674|111,358|777|527,283|3,875
兵庫|255,025|1,224,396|34,207|38|219,034|1,793
奈良|54,755|394,420|14,264|23|40,229|262
和歌山|22,337|117,290|1,886|6|20,201|101
鳥取|6,477|254,922|1,356|1|5,027|9
島根|6,266|109,739|696|0|5,562|8
岡山|48,173|424,777|4,981|12|40,128|200
広島|73,057|1,387,944|10,578|14|62,097|382
山口|20,846|377,372|2,378|3|18,342|126
徳島|10,638|155,468|2,180|2|8,396|74
香川|18,318|196,174|3,386|5|14,858|74
愛媛|16,625|254,970|1,899|1|14,614|112
高知|11,832|172,195|1,740|10|10,015|77
福岡|230,651|1,992,737|41,594|16|182,606|912
佐賀|22,827|186,489|3,142|5|17,463|62
長崎|24,819|275,630|4,036|2|21,602|108
熊本|48,184|194,678|7,484|11|40,475|225
大分|23,448|420,309|2,478|0|20,870|100
宮崎|18,394|127,853|2,037|0|16,325|86
鹿児島|30,778|262,150|3,447|6|26,784|121
沖縄|99,238|588,380|5,433|21|93,384|426
その他（その他）|149|0|0|0|149|0
合計|4,939,220|37,290,338|716,006|1,461|4,179,381|23,438
