都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|227,037|1,866,241|17,163|3|207,430|1,935
青森|36,921|197,626|3,929|0|32,908|84
岩手|18,745|218,374|2,507|0|16,161|77
宮城|59,188|460,843|5,677|4|52,686|174
秋田|16,872|51,107|2,576|3|14,249|47
山形|17,972|171,506|2,520|2|15,364|79
福島|36,967|682,576|3,970|3|32,798|199
茨城|116,314|44,762|7,978|4|107,956|380
栃木|63,927|666,332|6,282|1|57,398|247
群馬|71,148|547,317|5,097|2|65,765|286
埼玉|435,631|2,465,318|27,078|22|407,157|1,396
千葉|362,805|1,819,078|19,555|15|338,819|1,660
東京|1,266,028|6,012,115|99,093|32|1,162,753|4,182
神奈川|609,858|2,180,686|31,106|26|576,726|2,026
新潟|43,806|525,527|4,307|0|39,409|90
富山|28,336|212,439|2,727|2|25,531|78
石川|35,151|355,897|2,311|4|32,633|185
福井|21,637|264,482|1,298|0|20,297|42
山梨|23,382|248,105|1,799|1|21,525|64
長野|45,164|582,039|4,026|0|40,360|167
岐阜|69,795|735,483|4,021|1|64,859|314
静岡|122,599|1,059,734|8,078|1|113,694|379
愛知|415,857|2,326,478|20,020|19|393,867|1,970
三重|56,736|430,346|4,298|4|53,674|267
滋賀|69,928|526,836|5,081|1|64,655|192
京都|157,173|723,898|9,529|11|146,012|671
大阪|802,145|6,224,907|36,987|291|760,422|4,714
兵庫|335,964|1,361,996|15,503|16|318,352|2,111
奈良|75,101|448,383|9,829|7|64,923|349
和歌山|28,853|137,167|1,201|0|27,367|110
鳥取|9,417|306,611|677|0|8,619|13
島根|9,657|141,330|1,099|0|8,547|11
岡山|63,846|483,667|2,953|1|58,933|223
広島|98,096|1,507,872|9,287|2|88,361|448
山口|29,967|484,444|2,521|1|27,282|164
徳島|16,325|179,808|802|2|15,448|79
香川|30,247|227,347|2,683|0|27,451|113
愛媛|25,415|297,043|2,442|4|22,844|129
高知|17,347|217,162|1,341|1|15,905|101
福岡|306,958|2,252,193|26,671|9|272,505|1,135
佐賀|32,817|218,792|2,643|0|27,628|88
長崎|33,504|308,815|3,001|1|31,889|116
熊本|65,163|230,843|4,534|5|60,357|272
大分|33,050|483,745|2,742|1|30,164|144
宮崎|26,502|152,744|2,678|0|23,780|118
鹿児島|45,436|310,643|5,073|0|39,453|170
沖縄|124,639|664,154|7,672|8|116,531|441
その他（その他）|149|0|0|0|149|0
合計|6,639,575|42,014,811|444,365|510|6,151,596|28,240
