都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|374,078|2,334,373|8,315|1|363,846|2,083
青森|59,645|257,949|1,390|0|58,148|107
岩手|37,056|292,060|1,311|0|35,649|96
宮城|91,290|610,710|2,107|0|88,769|198
秋田|31,642|63,372|779|0|30,793|70
山形|29,663|198,643|703|0|28,864|96
福島|65,459|855,961|1,027|0|64,209|223
茨城|162,380|1,380,150|1,269|1|160,670|441
栃木|92,890|765,388|1,062|1|91,554|274
群馬|96,835|665,097|1,234|0|95,280|321
埼玉|560,796|2,908,825|4,820|1|554,326|1,650
千葉|457,307|2,161,502|3,039|1|450,981|1,787
東京|1,570,038|7,070,701|17,037|0|1,548,448|4,553
神奈川|767,822|3,033,508|5,857|4|759,746|2,219
新潟|74,250|675,558|924|0|73,235|91
富山|38,948|257,642|1,158|0|37,696|94
石川|58,615|486,736|1,299|0|57,096|197
福井|37,550|336,594|881|0|36,624|45
山梨|33,794|353,833|462|0|33,266|68
長野|76,237|754,197|1,052|0|74,961|203
岐阜|106,463|922,318|2,141|0|103,743|343
静岡|175,937|1,290,246|2,480|0|172,872|420
愛知|556,562|2,848,622|8,306|3|546,166|2,090
三重|85,018|545,809|1,172|1|85,556|306
滋賀|93,413|662,445|1,411|0|91,781|221
京都|208,461|855,472|2,710|1|204,705|732
大阪|996,220|7,308,295|12,559|7|978,560|5,101
兵庫|435,337|1,606,838|5,184|4|427,911|2,243
奈良|94,778|531,810|1,223|0|93,165|390
和歌山|43,406|176,994|444|0|42,634|118
鳥取|15,748|414,406|263|0|15,264|20
島根|17,548|224,574|277|0|17,255|16
岡山|102,376|597,565|1,702|1|99,972|250
広島|164,356|1,951,967|4,207|0|159,655|494
山口|47,458|596,201|1,227|0|46,053|178
徳島|23,550|222,658|681|0|22,785|85
香川|49,915|285,769|696|0|49,091|128
愛媛|42,234|378,410|1,227|2|40,867|140
高知|29,307|304,291|1,014|0|28,179|114
福岡|438,655|2,766,714|6,296|0|424,902|1,265
佐賀|54,549|287,955|1,166|0|50,810|106
長崎|62,782|413,285|2,217|0|60,444|124
熊本|104,422|290,797|3,060|2|101,062|300
大分|56,529|609,536|902|0|55,463|164
宮崎|56,234|193,592|1,368|1|54,647|144
鹿児島|89,205|432,729|2,801|1|85,857|207
沖縄|236,589|895,588|10,669|7|225,359|480
その他（その他）|149|0|0|0|149|0
合計|9,103,496|53,077,685|133,129|39|8,929,068|30,995
