都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|390,396|2,427,251|6,671|1|381,531|2,102
青森|66,927|275,779|3,544|0|63,266|117
岩手|40,186|308,585|1,908|0|38,181|97
宮城|98,329|645,337|3,017|1|94,384|202
秋田|33,211|64,489|1,075|1|32,064|72
山形|31,987|204,064|1,339|0|30,550|98
福島|68,955|893,149|2,049|1|66,679|227
茨城|169,686|1,380,150|3,106|1|166,128|452
栃木|97,095|787,506|2,693|0|94,122|280
群馬|102,239|692,740|3,413|0|98,503|323
埼玉|592,289|3,036,343|19,733|2|570,889|1,667
千葉|484,753|2,240,725|6,982|2|460,494|1,805
東京|1,680,442|7,436,102|72,519|12|1,603,335|4,588
神奈川|816,599|3,152,340|28,041|15|786,315|2,243
新潟|78,595|706,122|2,327|0|76,177|91
富山|42,334|268,996|2,116|0|40,122|96
石川|62,963|524,736|2,327|1|60,414|199
福井|41,510|351,398|1,789|0|39,675|46
山梨|36,031|377,768|1,272|0|34,697|68
長野|81,081|791,793|2,325|0|78,140|206
岐阜|115,286|969,132|4,359|1|109,340|351
静岡|188,068|1,355,014|8,370|0|178,548|424
愛知|592,406|2,977,974|20,608|2|569,692|2,106
三重|92,672|573,678|4,289|2|90,191|317
滋賀|99,949|696,327|3,929|1|95,798|222
京都|222,095|890,603|8,552|13|211,464|756
大阪|1,063,693|7,653,207|46,134|7|1,012,336|5,223
兵庫|461,285|1,692,080|13,719|5|445,311|2,255
奈良|100,353|556,764|4,042|3|95,919|392
和歌山|48,494|189,238|2,553|0|45,606|118
鳥取|18,705|441,292|2,072|0|16,397|20
島根|27,063|245,209|6,603|1|20,440|20
岡山|108,306|631,386|1,492|0|103,894|252
広島|174,673|2,025,288|4,868|0|169,309|496
山口|52,398|619,372|2,652|0|49,565|181
徳島|25,923|234,529|1,148|0|24,697|86
香川|53,104|298,812|1,870|0|51,102|132
愛媛|50,435|403,631|4,793|2|45,499|143
高知|32,775|330,875|1,724|0|30,935|116
福岡|476,479|2,919,066|18,138|0|447,206|1,288
佐賀|64,146|307,671|4,565|0|55,446|111
長崎|71,616|460,951|4,494|0|67,007|128
熊本|126,987|321,495|10,719|2|115,954|314
大分|64,190|645,769|4,804|0|59,219|167
宮崎|64,035|196,999|4,422|0|59,377|149
鹿児島|102,567|461,575|6,148|0|94,688|214
沖縄|277,329|962,994|18,704|14|258,064|497
その他（その他）|149|0|0|0|149|0
合計|9,790,789|55,626,304|384,017|90|9,338,819|31,457
