都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|61,002|1,195,669|154|2|59,363|1,472
青森|5,897|98,247|1|0|5,858|38
岩手|3,487|129,458|1|0|3,433|53
宮城|16,275|254,158|2|0|16,155|118
秋田|1,925|27,346|10|0|1,888|27
山形|3,552|107,219|1|0|3,495|56
福島|9,486|442,113|1|1|9,309|176
茨城|24,439|40,548|20|0|24,199|220
栃木|15,476|506,779|18|1|15,341|117
群馬|16,837|324,820|24|0|16,637|176
埼玉|115,760|1,559,711|107|8|114,598|1,055
千葉|100,430|1,158,149|50|1|99,357|1,027
東京|382,037|3,930,894|199|10|378,677|3,161
神奈川|169,136|1,724,761|156|6|167,668|1,312
新潟|8,008|303,349|6|0|7,941|61
富山|4,867|124,392|0|0|4,815|52
石川|7,968|205,115|3|0|7,814|129
福井|3,115|122,940|0|0|3,077|38
山梨|5,155|124,304|0|0|5,126|29
長野|8,883|345,242|1|0|8,841|97
岐阜|19,238|444,241|24|0|18,996|218
静岡|26,780|676,572|10|0|26,561|209
愛知|106,516|1,420,881|79|2|105,278|1,159
三重|14,811|251,936|4|0|14,969|163
滋賀|12,430|278,828|17|0|12,309|104
京都|35,969|448,896|37|0|35,629|291
大阪|202,966|3,891,186|259|22|199,647|3,060
兵庫|78,636|808,681|84|4|77,156|1,396
奈良|15,925|268,216|16|0|15,760|149
和歌山|5,299|67,126|3|0|5,129|62
鳥取|1,669|159,281|1|0|1,638|5
島根|1,731|60,830|1|0|1,725|5
岡山|15,494|289,814|87|1|15,194|136
広島|22,146|950,038|26|0|21,918|202
山口|5,787|202,677|21|0|5,673|93
徳島|3,291|111,082|4|0|3,222|65
香川|4,705|138,075|1|0|4,665|38
愛媛|5,409|163,719|5|0|5,322|82
高知|4,167|105,446|2|0|4,132|33
福岡|74,534|1,346,958|56|4|73,848|622
佐賀|5,866|113,216|3|0|5,888|30
長崎|6,118|193,045|0|0|6,045|73
熊本|14,395|124,519|1|0|14,258|136
大分|8,186|286,964|0|0|8,102|84
宮崎|6,151|73,041|0|0|6,094|41
鹿児島|9,102|173,164|0|0|9,036|66
沖縄|50,295|417,676|17|0|49,878|398
その他（その他）|149|0|0|0|149|0
合計|1,721,500|26,191,322|1,512|62|1,701,813|18,334
