都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|19,211|386,338|523|3|17,990|687
青森|817|17,612|24|1|773|20
岩手|554|27,303|2|0|522|30
宮城|3,658|69,553|110|3|3,523|25
秋田|269|7,095|1|0|262|6
山形|543|27,684|13|0|515|15
福島|2,007|115,252|155|8|1,779|73
茨城|5,860|24,954|331|5|5,414|115
栃木|4,120|127,864|121|1|3,932|67
群馬|4,545|95,718|190|6|4,270|85
埼玉|29,607|560,482|1,210|39|27,808|589
千葉|26,773|413,995|1,428|25|24,881|464
東京|112,345|1,558,849|2,979|52|107,947|1,419
神奈川|45,174|606,112|1,012|27|43,472|690
新潟|1,092|45,525|71|1|1,006|15
富山|905|36,844|8|1|869|28
石川|1,870|52,380|122|6|1,710|62
福井|545|32,386|3|0|517|25
山梨|940|25,903|6|0|917|17
長野|2,364|100,259|12|0|2,343|41
岐阜|4,750|137,590|142|7|4,496|112
静岡|5,190|195,755|205|0|4,892|93
愛知|25,925|397,049|609|33|24,790|526
三重|2,545|63,656|132|6|2,436|55
滋賀|2,498|74,672|134|4|2,317|47
京都|9,070|157,394|181|2|8,744|156
大阪|47,358|805,082|1,018|82|44,801|1,126
兵庫|18,033|251,865|381|44|17,111|541
奈良|3,372|83,227|58|5|3,267|47
和歌山|1,164|24,620|9|2|1,113|18
鳥取|210|41,830|3|0|202|2
島根|284|15,625|4|0|280|0
岡山|2,496|66,389|53|2|2,389|32
広島|5,031|164,408|32|3|4,892|102
山口|1,385|60,724|48|0|1,298|39
徳島|453|26,945|23|2|414|16
香川|755|45,185|19|0|718|18
愛媛|1,065|32,556|37|2|1,005|23
高知|887|7,095|4|1|866|17
福岡|18,097|448,956|501|17|17,295|301
佐賀|1,069|28,541|58|1|1,022|8
長崎|1,612|68,222|29|1|1,546|37
熊本|3,448|56,855|32|3|3,343|72
大分|1,295|80,945|24|0|1,250|21
宮崎|1,953|24,752|22|1|1,905|21
鹿児島|1,762|68,124|27|1|1,735|27
沖縄|8,235|147,037|274|1|7,846|120
（その他）|149|-|0|-|149|-
合計|433,290|7,907,207|12,380|398|412,572|8,050
