都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|43,890|848,613|1,241|5|41,049|1,424
青森|2,661|55,851|80|0|2,550|31
岩手|1,962|93,135|110|0|1,805|47
宮城|9,791|170,706|210|3|9,471|91
秋田|1,006|17,228|31|1|955|20
山形|2,119|70,825|38|0|2,034|47
福島|5,585|308,852|393|9|5,030|162
茨城|12,067|34,700|863|6|11,037|167
栃木|8,034|325,541|604|9|7,346|84
群馬|8,550|212,702|350|3|8,045|155
埼玉|55,055|1,074,648|6,002|52|48,205|848
千葉|47,633|773,338|3,414|27|43,487|732
東京|210,610|2,788,710|18,910|81|189,412|2,288
神奈川|80,351|1,154,824|5,575|70|73,793|983
新潟|3,917|194,001|319|2|3,544|54
富山|2,223|81,494|130|2|2,055|38
石川|4,905|135,483|655|3|4,125|117
福井|1,547|78,184|129|0|1,382|36
山梨|2,325|69,775|123|0|2,181|21
長野|5,218|224,636|119|0|5,077|94
岐阜|9,728|293,296|148|2|9,392|188
静岡|10,589|450,893|808|2|9,626|155
愛知|53,244|914,628|1,267|8|50,970|1,007
三重|5,686|156,553|207|5|5,507|114
滋賀|5,918|168,923|214|2|5,611|93
京都|17,966|308,903|656|11|16,897|249
大阪|112,213|2,437,818|5,062|220|103,524|2,721
兵庫|42,860|548,951|1,039|19|40,506|1,316
奈良|8,938|185,350|315|5|8,490|133
和歌山|2,899|44,146|129|6|2,657|49
鳥取|711|96,961|125|1|530|2
島根|699|36,029|102|0|595|2
岡山|8,043|178,588|104|1|7,518|127
広島|11,965|587,777|203|5|11,532|179
山口|3,253|130,605|62|0|3,111|80
徳島|1,762|71,710|55|0|1,644|63
香川|2,215|93,252|80|0|2,107|32
愛媛|2,895|103,377|101|3|2,717|77
高知|2,056|62,277|91|4|1,936|29
福岡|38,388|910,815|1,633|10|35,857|532
佐賀|2,699|63,158|63|0|2,618|24
長崎|3,405|135,617|126|0|3,211|69
熊本|6,823|84,262|252|0|6,450|121
大分|3,614|184,990|87|0|3,463|64
宮崎|3,206|45,659|79|0|3,089|27
鹿児島|3,924|118,668|130|1|3,772|39
沖縄|23,940|279,889|1,967|48|21,722|235
（その他）|149|-|0|-|149|-
合計|899,237|17,406,341|54,401|626|827,784|15,166
