都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|382,401|2,388,037|5,259|2|375,040|2,096
青森|62,672|266,425|1,700|0|60,859|113
岩手|38,120|301,313|639|0|37,384|97
宮城|94,165|628,357|1,541|2|92,208|200
秋田|32,121|63,869|339|0|31,710|72
山形|30,592|201,752|696|0|29,799|97
福島|66,760|877,175|727|0|65,806|227
茨城|165,323|1,380,150|1,334|0|163,543|446
栃木|94,169|777,883|868|2|93,024|277
群馬|98,382|680,978|926|0|97,134|322
埼玉|570,811|2,970,791|7,439|3|561,708|1,664
千葉|465,334|2,212,869|3,912|1|456,924|1,795
東京|1,602,377|7,238,687|25,996|4|1,571,804|4,577
神奈川|781,908|3,152,340|9,500|7|770,178|2,230
新潟|75,858|691,625|888|0|74,879|91
富山|40,211|263,417|1,154|0|38,962|95
石川|60,258|515,770|1,162|0|58,875|198
福井|39,134|343,439|801|0|38,288|45
山梨|34,529|367,347|425|0|34,039|68
長野|77,813|774,247|779|0|76,804|205
岐阜|109,288|946,477|1,830|0|106,829|347
静岡|179,707|1,324,735|2,767|0|176,287|421
愛知|569,198|2,918,468|9,013|1|558,087|2,098
三重|87,575|565,118|1,714|1|87,603|310
滋賀|95,581|678,295|1,373|0|93,987|221
京都|212,876|873,068|3,079|15|208,603|747
大阪|1,016,315|7,489,427|16,076|3|995,029|5,210
兵庫|444,232|1,644,214|5,867|1|436,114|2,251
奈良|96,381|543,631|1,224|2|94,765|392
和歌山|44,855|180,825|911|0|43,616|118
鳥取|16,551|427,086|597|0|15,730|20
島根|19,954|234,585|2,072|0|17,866|16
岡山|104,725|624,097|1,210|1|102,840|252
広島|169,082|1,991,329|3,359|2|165,228|495
山口|49,453|611,547|1,433|0|47,839|181
徳島|24,587|229,705|575|0|23,927|85
香川|50,996|292,607|714|0|50,154|128
愛媛|44,990|391,803|2,023|0|42,824|143
高知|30,793|317,030|1,139|1|29,539|115
福岡|450,138|2,836,626|7,063|0|435,027|1,274
佐賀|57,499|296,886|1,917|0|52,784|110
長崎|66,318|439,291|2,415|0|63,788|126
熊本|112,022|302,555|4,630|0|107,087|305
大分|58,428|627,197|1,342|0|56,921|165
宮崎|59,053|195,113|2,047|0|56,775|147
鹿児島|94,008|444,747|2,717|1|90,668|210
沖縄|255,102|931,411|12,245|6|242,314|487
その他（その他）|149|0|0|0|149|0
合計|9,332,794|54,454,344|157,437|55|9,131,348|31,289
