都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|41,136|765,994|1,952|23|38,200|1,373
青森|2,463|49,550|22|0|2,410|31
岩手|1,653|83,277|58|2|1,549|46
宮城|9,091|154,683|65|4|8,934|88
秋田|792|14,534|32|1|740|20
山形|2,020|64,466|22|2|1,951|47
福島|4,814|273,777|111|4|4,542|161
茨城|10,353|33,126|221|6|9,970|162
栃木|6,876|281,917|183|10|6,612|81
群馬|8,013|190,362|59|7|7,802|152
埼玉|45,904|951,170|963|20|44,112|829
千葉|39,592|663,722|977|19|37,913|702
東京|170,945|2,472,248|3,778|43|164,951|2,216
神奈川|66,154|1,017,998|1,595|38|63,618|941
新潟|3,392|166,430|50|3|3,295|47
富山|2,029|72,252|69|2|1,923|37
石川|3,926|119,333|52|0|3,756|115
福井|1,205|64,495|136|0|1,035|34
山梨|2,036|50,098|227|0|1,788|21
長野|5,007|199,132|76|2|4,915|91
岐阜|9,414|265,738|171|7|9,058|185
静岡|9,115|394,559|292|4|8,673|150
愛知|50,649|811,830|1,399|36|48,305|945
三重|5,217|137,890|84|3|5,160|110
滋賀|5,524|148,371|135|6|5,299|90
京都|16,509|278,482|184|13|16,077|238
大阪|102,830|2,079,794|1,513|176|97,864|2,635
兵庫|40,780|498,598|313|27|39,192|1,278
奈良|8,227|165,640|159|7|7,940|128
和歌山|2,671|41,556|17|3|2,547|49
鳥取|466|81,812|2|0|455|2
島根|551|29,812|3|1|547|1
岡山|7,584|158,467|139|4|7,302|126
広島|11,440|534,171|206|13|11,034|170
山口|3,119|119,622|77|1|2,966|76
徳島|1,654|63,852|13|0|1,578|63
香川|2,085|84,420|25|1|2,035|30
愛媛|2,750|93,822|15|3|2,660|75
高知|1,768|11,104|92|6|1,652|24
福岡|35,342|816,824|708|21|34,082|516
佐賀|2,553|55,739|16|0|2,548|24
長崎|3,130|122,239|71|0|2,990|69
熊本|6,464|81,251|85|7|6,266|113
大分|3,489|165,295|44|1|3,383|62
宮崎|3,072|43,952|17|0|3,018|27
鹿児島|3,645|109,989|71|0|3,572|38
沖縄|20,390|246,279|1,411|64|18,810|175
（その他）|149|-|0|-|149|-
合計|787,988|15,329,672|17,910|590|755,178|14,593
