都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|218,934|1,835,730|16,074|4|201,241|1,924
青森|34,825|193,276|3,684|0|31,059|82
岩手|17,798|214,782|2,061|0|15,660|77
宮城|56,627|452,320|5,107|4|50,773|174
秋田|15,746|50,615|2,101|2|13,600|45
山形|17,123|170,006|2,114|2|14,926|79
福島|34,884|673,865|3,268|2|31,420|196
茨城|111,278|44,762|7,110|5|103,793|375
栃木|61,134|658,962|5,546|1|55,346|242
群馬|68,485|542,355|4,428|2|63,777|280
埼玉|420,158|2,430,031|25,726|24|393,063|1,369
千葉|351,508|1,786,390|17,501|17|329,966|1,653
東京|1,233,139|5,942,854|87,446|33|1,141,547|4,146
神奈川|593,717|2,180,686|27,912|46|563,799|2,006
新潟|41,110|516,303|3,468|0|37,554|88
富山|27,294|209,748|2,977|4|24,241|76
石川|33,865|344,073|1,853|4|31,806|184
福井|20,875|260,498|1,223|1|19,611|41
山梨|22,509|239,637|1,417|1|21,033|62
長野|42,807|567,952|4,301|0|37,835|167
岐阜|67,528|724,570|3,379|2|63,250|310
静岡|119,276|1,051,443|6,678|0|111,675|375
愛知|404,270|2,300,072|17,828|23|384,489|1,953
三重|54,364|419,043|3,394|6|52,171|265
滋賀|68,121|515,966|5,159|3|62,772|190
京都|152,965|714,086|7,795|20|143,821|655
大阪|786,559|6,146,888|36,818|382|745,102|4,620
兵庫|327,954|1,345,717|13,984|15|311,880|2,093
奈良|73,575|444,483|9,274|12|63,956|345
和歌山|27,933|134,792|973|2|26,680|109
鳥取|9,115|298,993|720|0|8,280|11
島根|9,093|135,610|814|0|8,269|10
岡山|61,660|474,647|2,704|2|56,294|223
広島|94,107|1,494,137|9,172|4|84,488|447
山口|28,669|473,883|2,052|1|26,454|163
徳島|15,942|177,667|864|1|15,004|79
香川|28,889|222,652|2,454|2|26,327|108
愛媛|24,334|291,027|2,125|3|22,080|129
高知|16,745|216,166|1,271|2|15,374|100
福岡|297,099|2,220,558|25,887|9|264,043|1,119
佐賀|31,312|214,538|1,802|0|26,920|80
長崎|32,343|304,695|2,633|2|31,054|116
熊本|63,500|227,071|3,989|6|59,239|272
大分|31,410|475,281|2,098|1|29,170|142
宮崎|24,889|149,644|2,090|0|22,756|117
鹿児島|42,486|302,241|3,609|1|37,948|170
沖縄|120,189|652,827|6,013|4|113,740|438
その他（その他）|149|0|0|0|149|0
合計|6,438,292|41,443,542|400,896|655|5,995,435|27,905
