都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|376,380|2,347,517|7,219|3|367,502|2,090
青森|60,382|260,223|1,558|0|58,716|108
岩手|37,413|294,562|1,013|0|36,304|96
宮城|92,133|615,852|1,829|0|89,842|198
秋田|31,782|63,584|676|0|31,035|71
山形|29,861|199,256|628|0|29,137|96
福島|65,905|862,074|1,039|0|64,643|223
茨城|163,157|1,380,150|1,269|0|161,445|443
栃木|93,263|767,691|965|0|92,022|276
群馬|97,323|670,023|1,142|0|95,860|321
埼玉|562,927|2,924,763|4,793|1|556,479|1,655
千葉|458,922|2,161,502|3,039|1|450,981|1,788
東京|1,576,380|7,114,297|16,232|0|1,555,587|4,561
神奈川|770,997|3,064,528|6,195|3|762,581|2,221
新潟|74,687|679,689|905|0|73,691|91
富山|39,334|259,160|1,229|0|38,010|95
石川|59,038|492,826|1,205|0|57,613|197
福井|38,039|339,024|898|0|37,096|45
山梨|33,976|353,833|391|0|33,522|68
長野|76,686|761,054|916|0|75,562|203
岐阜|107,085|927,416|1,668|0|104,837|344
静岡|176,666|1,299,019|1,930|0|174,112|420
愛知|559,151|2,866,398|7,612|2|549,449|2,090
三重|85,518|545,809|1,128|1|86,114|306
滋賀|93,972|667,841|1,269|0|92,482|221
京都|209,489|859,607|2,602|0|205,854|736
大阪|1,000,262|7,348,171|11,605|7|983,551|5,106
兵庫|437,253|1,616,175|4,666|4|430,341|2,246
奈良|95,132|533,884|1,115|2|93,626|391
和歌山|43,648|177,838|436|0|42,884|118
鳥取|15,893|416,730|290|0|15,381|20
島根|17,820|224,574|427|0|17,377|16
岡山|103,085|597,565|1,702|1|99,972|250
広島|165,644|1,968,529|3,169|0|161,981|494
山口|47,896|596,201|1,070|0|46,647|179
徳島|23,859|224,639|660|0|23,115|85
香川|50,177|287,159|627|0|49,422|128
愛媛|42,755|379,044|1,167|2|41,448|140
高知|29,662|310,136|998|0|28,549|115
福岡|441,083|2,783,655|5,798|0|427,932|1,265
佐賀|55,099|290,170|1,176|0|51,321|108
長崎|63,600|420,930|2,063|0|61,415|124
熊本|105,998|293,145|3,106|1|102,592|300
大分|56,887|613,561|803|0|55,919|165
宮崎|56,744|193,929|1,374|1|55,149|145
鹿児島|90,449|435,735|2,527|1|87,270|209
沖縄|240,712|903,855|9,771|6|230,357|482
その他（その他）|149|0|0|0|149|0
合計|9,154,273|53,393,323|123,900|36|8,986,874|31,049
