都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|202,761|1,773,649|17,268|4|184,094|1,892
青森|29,892|183,282|4,240|0|25,572|80
岩手|15,473|202,053|2,328|1|13,075|70
宮城|51,435|432,476|5,295|4|45,466|166
秋田|13,329|48,133|1,834|0|11,452|43
山形|15,497|164,198|2,338|2|13,083|76
福島|30,967|651,254|3,641|2|27,137|189
茨城|98,471|44,484|9,360|4|88,755|356
栃木|55,484|647,533|5,770|2|49,486|228
群馬|62,920|524,539|5,289|5|57,356|275
埼玉|384,976|2,350,877|29,814|30|353,877|1,285
千葉|326,780|1,738,956|22,459|17|299,714|1,574
東京|1,161,537|5,785,357|122,549|48|1,034,946|4,042
神奈川|553,304|2,180,686|39,412|62|511,962|1,930
新潟|36,558|497,193|3,657|2|32,816|85
富山|24,895|203,107|4,867|0|19,957|71
石川|31,635|326,530|3,322|5|28,110|180
福井|19,186|250,246|2,314|2|16,831|41
山梨|20,578|229,365|1,706|1|18,816|61
長野|37,997|545,187|3,041|1|34,180|159
岐阜|62,952|701,476|4,278|4|57,941|304
静岡|110,376|1,018,639|10,414|4|98,839|371
愛知|380,133|2,230,779|24,290|36|353,955|1,888
三重|50,180|408,628|3,959|7|47,343|261
滋賀|62,576|495,216|7,761|4|54,633|182
京都|145,189|697,496|8,695|43|134,961|581
大阪|751,740|5,981,801|55,027|589|692,214|4,449
兵庫|309,445|1,309,911|21,944|18|285,473|2,035
奈良|69,698|431,917|10,494|12|58,873|331
和歌山|26,299|129,821|915|2|25,118|107
鳥取|8,254|283,740|763|0|7,385|11
島根|8,189|130,033|960|1|7,220|9
岡山|57,833|467,245|3,674|5|52,944|221
広島|86,168|1,476,989|7,899|8|77,835|434
山口|26,224|462,176|2,515|1|23,551|158
徳島|14,736|170,972|1,486|1|13,173|78
香川|25,690|215,582|3,366|5|22,226|98
愛媛|21,799|281,392|2,325|3|19,349|125
高知|15,315|199,801|1,640|3|13,578|97
福岡|277,653|2,149,239|28,999|12|241,618|1,083
佐賀|28,826|206,232|2,650|1|23,715|77
長崎|30,121|295,601|3,143|1|28,238|115
熊本|59,542|218,750|5,743|12|53,535|264
大分|28,711|458,892|1,891|3|26,696|124
宮崎|22,628|143,923|2,089|0|20,500|114
鹿児島|37,698|288,483|2,765|3|34,451|158
沖縄|111,684|633,528|5,270|13|105,980|433
その他（その他）|149|0|0|0|149|0
合計|6,003,483|40,267,367|515,459|983|5,448,178|26,911
