都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|211,032|1,807,406|14,879|4|193,940|1,911
青森|32,454|188,849|3,790|0|28,582|82
岩手|16,658|210,700|2,400|0|14,182|76
宮城|54,276|442,595|5,071|3|48,346|170
秋田|14,494|49,473|1,797|2|12,652|45
山形|16,245|167,462|1,843|1|14,324|78
福島|32,956|663,429|3,215|1|29,551|190
茨城|105,114|44,674|7,682|4|97,065|367
栃木|58,387|654,053|5,032|1|53,120|235
群馬|65,891|533,633|4,544|4|61,070|277
埼玉|401,994|2,391,470|24,512|22|376,154|1,328
千葉|339,275|1,769,318|21,079|17|314,246|1,622
東京|1,198,176|5,868,037|98,246|41|1,095,827|4,103
神奈川|574,721|2,180,686|29,172|50|543,579|1,970
新潟|38,835|507,056|3,301|1|35,447|87
富山|26,262|207,285|4,109|2|22,081|72
石川|32,679|331,862|2,219|4|30,254|183
福井|20,064|256,143|1,588|1|18,435|41
山梨|21,541|229,365|1,389|2|20,097|61
長野|40,591|556,653|4,254|2|35,737|160
岐阜|65,268|713,875|3,391|3|61,047|308
静岡|115,013|1,038,520|8,177|1|105,835|373
愛知|392,359|2,275,201|19,360|37|371,075|1,924
三重|52,148|408,628|3,167|7|50,145|262
滋賀|65,478|505,221|5,677|3|59,613|188
京都|149,045|706,991|7,434|26|140,030|624
大阪|770,175|6,065,785|42,784|409|722,812|4,553
兵庫|318,922|1,328,234|17,084|16|299,782|2,066
奈良|71,684|437,521|8,412|10|62,936|336
和歌山|27,136|132,575|832|2|26,033|108
鳥取|8,668|293,224|712|0|7,844|11
島根|8,575|135,610|766|0|7,800|9
岡山|59,825|467,245|3,674|5|52,944|221
広島|89,834|1,488,326|7,605|6|81,785|444
山口|27,487|473,883|2,026|1|25,299|162
徳島|15,426|174,970|1,076|0|14,279|78
香川|27,518|219,670|2,810|2|24,603|105
愛媛|23,040|283,858|1,959|4|20,955|126
高知|16,087|209,210|1,418|3|14,572|97
福岡|287,356|2,186,990|26,027|11|253,891|1,109
佐賀|29,940|210,659|1,911|1|25,603|78
長崎|31,336|300,052|2,587|3|30,054|116
熊本|61,612|223,467|4,220|8|57,125|267
大分|30,013|467,223|1,725|2|28,154|134
宮崎|23,715|147,091|1,709|0|21,964|117
鹿児島|39,841|295,144|2,793|3|36,344|165
沖縄|116,301|643,580|5,530|8|110,331|438
その他（その他）|149|0|0|0|149|0
合計|6,225,596|40,892,902|424,988|733|5,757,693|27,477
