都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|41,658|796,567|500|14|39,725|1,411
青森|2,538|52,103|52|0|2,455|31
岩手|1,754|88,085|86|1|1,621|47
宮城|9,247|160,164|120|1|9,021|90
秋田|929|16,100|56|1|853|20
山形|2,032|67,236|16|1|1,969|47
福島|5,029|288,230|167|4|4,701|161
茨城|10,730|33,825|241|6|10,323|166
栃木|7,192|310,392|201|9|6,909|82
群馬|8,066|198,427|36|3|7,876|154
埼玉|47,469|991,949|1,416|23|45,218|835
千葉|41,478|710,685|1,218|16|39,545|715
東京|179,252|2,588,450|5,685|60|171,321|2,246
神奈川|69,262|1,067,857|1,973|33|66,330|959
新潟|3,457|176,747|71|0|3,334|52
富山|2,056|75,836|23|1|1,995|38
石川|3,994|125,567|67|1|3,808|115
福井|1,347|71,074|101|1|1,211|35
山梨|2,139|58,651|55|0|2,063|21
長野|5,054|211,667|39|0|4,999|93
岐阜|9,480|276,650|53|4|9,240|187
静岡|9,502|416,933|275|6|9,075|152
愛知|51,380|851,450|600|12|49,802|978
三重|5,306|145,510|73|3|5,259|113
滋賀|5,599|156,635|70|3|5,439|90
京都|16,728|289,333|149|5|16,314|246
大阪|104,339|2,216,829|1,360|125|99,489|2,690
兵庫|41,113|518,152|276|15|39,528|1,309
奈良|8,414|173,592|126|7|8,156|132
和歌山|2,700|42,385|21|3|2,572|49
鳥取|494|85,646|28|0|457|2
島根|556|32,023|3|0|551|2
岡山|7,605|165,308|25|4|7,439|126
広島|11,551|561,085|80|8|11,283|176
山口|3,169|124,469|44|1|3,045|80
徳島|1,658|66,024|4|0|1,591|63
香川|2,106|87,860|13|1|2,067|31
愛媛|2,755|97,182|4|2|2,676|75
高知|1,877|11,737|66|5|1,784|27
福岡|35,781|849,922|354|10|34,863|523
佐賀|2,570|58,356|19|0|2,563|24
長崎|3,223|127,929|59|0|3,096|69
熊本|6,494|82,372|28|1|6,347|119
大分|3,501|172,925|18|0|3,419|64
宮崎|3,107|44,725|22|0|3,048|27
鹿児島|3,716|113,060|52|1|3,660|39
沖縄|21,200|257,125|684|50|20,321|201
（その他）|149|-|0|-|149|-
合計|810,756|16,114,829|16,629|441|778,510|14,912
