都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|365,420|2,286,203|11,969|2|352,053|2,072
青森|57,785|251,277|1,333|0|56,348|104
岩手|35,782|284,100|1,821|0|33,869|92
宮城|88,631|593,512|2,102|0|86,070|198
秋田|30,919|62,834|894|0|29,957|68
山形|28,959|196,073|792|0|28,073|94
福島|64,324|838,864|1,245|1|62,856|223
茨城|160,380|1,343,469|1,431|0|158,510|439
栃木|91,845|755,097|1,342|1|90,229|274
群馬|95,377|653,410|1,565|1|93,491|321
埼玉|554,890|2,865,969|5,382|0|547,882|1,626
千葉|452,959|2,102,896|5,217|1|442,606|1,780
東京|1,553,637|6,957,656|23,043|2|1,526,070|4,524
神奈川|760,350|2,180,686|7,070|8|751,073|2,207
新潟|73,081|661,280|1,435|1|71,555|91
富山|37,915|252,512|1,472|0|36,350|93
石川|57,042|465,403|1,642|0|55,181|196
福井|36,263|331,098|1,018|0|35,200|45
山梨|33,141|336,886|692|0|32,382|68
長野|74,725|739,058|1,374|1|73,096|203
岐阜|103,839|903,221|3,077|0|99,950|341
静岡|172,911|1,265,288|3,961|2|168,347|416
愛知|547,484|2,763,214|10,553|8|534,858|2,073
三重|83,526|528,933|1,642|1|83,565|305
滋賀|91,892|651,070|1,761|0|89,912|219
京都|205,375|841,254|3,579|4|200,777|721
大阪|983,890|7,172,999|16,422|15|962,383|5,085
兵庫|429,029|1,578,075|6,418|4|420,377|2,234
奈良|93,543|523,058|1,571|0|91,585|387
和歌山|42,752|174,724|610|1|41,816|117
鳥取|15,420|405,862|525|0|14,677|20
島根|17,266|216,324|479|0|16,772|15
岡山|100,190|588,609|3,285|2|94,797|248
広島|160,186|1,897,602|6,336|2|153,362|488
山口|46,073|578,248|1,796|0|44,099|178
徳島|22,764|217,672|695|0|21,988|85
香川|49,047|279,755|1,085|0|47,835|127
愛媛|40,793|366,634|1,501|1|39,153|139
高知|28,268|298,252|909|1|27,246|113
福岡|431,559|2,717,318|8,321|4|415,871|1,262
佐賀|53,168|281,922|996|0|49,600|106
長崎|60,611|396,395|2,767|0|57,725|124
熊本|100,717|285,891|3,546|2|96,877|294
大分|55,337|596,395|1,422|1|53,753|162
宮崎|54,536|192,261|1,973|0|52,494|144
鹿児島|85,519|422,279|2,954|2|81,908|202
沖縄|223,910|865,541|10,284|11|213,081|466
その他（その他）|149|0|0|0|149|0
合計|8,953,179|51,167,079|171,307|79|8,737,808|30,789
