都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|63,937|1,315,403|1,593|0|60,251|1,477
青森|6,393|109,635|486|0|5,868|39
岩手|3,600|140,618|97|0|3,450|53
宮城|16,724|275,004|311|0|16,195|118
秋田|2,059|27,964|125|0|1,907|27
山形|3,817|119,396|196|0|3,565|56
福島|9,880|487,147|312|1|9,392|176
茨城|25,690|40,742|1,089|1|24,381|220
栃木|16,790|542,797|988|0|15,684|118
群馬|18,957|372,627|1,339|0|17,436|182
埼玉|121,434|1,717,103|4,995|1|115,379|1,060
千葉|105,086|1,284,767|3,136|0|99,976|1,029
東京|403,662|4,351,431|17,969|4|382,515|3,178
神奈川|176,238|1,917,056|5,522|4|169,396|1,320
新潟|9,536|349,484|1,209|0|8,264|63
富山|5,077|137,348|192|0|4,833|52
石川|8,370|220,779|308|0|7,901|139
福井|3,537|134,621|367|0|3,132|38
山梨|5,459|143,310|285|0|5,150|29
長野|10,420|387,986|1,059|1|9,059|97
岐阜|20,487|494,605|893|0|19,123|219
静岡|29,000|763,064|1,979|1|26,360|210
愛知|111,506|1,557,703|4,473|1|105,870|1,163
三重|15,700|279,143|849|0|15,011|165
滋賀|14,089|306,847|1,425|0|12,560|104
京都|39,663|494,351|2,477|28|36,169|292
大阪|219,100|4,414,538|13,443|148|202,588|3,069
兵庫|82,322|900,553|2,912|1|78,012|1,399
奈良|17,094|296,214|989|1|15,956|149
和歌山|5,951|71,628|606|2|5,169|62
鳥取|1,859|182,003|182|0|1,646|5
島根|2,247|69,204|452|0|1,790|5
岡山|16,594|329,200|415|0|15,445|136
広島|28,167|1,048,744|5,313|3|22,649|205
山口|7,922|235,060|1,882|2|5,946|94
徳島|3,457|121,318|161|0|3,239|66
香川|5,087|151,769|363|0|4,686|38
愛媛|6,273|177,568|836|0|5,355|82
高知|4,310|117,121|125|1|4,152|33
福岡|78,905|1,501,494|2,846|1|74,334|628
佐賀|6,718|129,905|548|0|5,920|30
長崎|6,976|213,306|813|0|6,094|73
熊本|15,624|129,032|828|0|14,660|136
大分|8,656|322,164|443|0|8,129|84
宮崎|6,378|74,675|345|0|6,098|41
鹿児島|10,333|185,805|978|0|9,123|66
沖縄|64,041|476,682|11,618|34|52,025|398
その他（その他）|149|0|0|0|149|0
合計|1,845,274|29,118,914|99,772|235|1,721,992|18,423
