都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|284,952|2,035,686|23,077|7|258,955|1,991
青森|46,651|220,932|5,087|0|41,468|96
岩手|26,811|247,034|3,453|1|23,273|85
宮城|73,020|516,943|5,744|1|66,439|188
秋田|24,097|57,026|2,575|1|21,465|57
山形|22,791|183,878|2,039|2|20,665|87
福島|50,717|751,137|5,335|2|45,173|209
茨城|141,760|1,240,444|4,993|3|136,350|417
栃木|79,468|710,594|7,181|0|72,022|265
群馬|83,236|594,355|4,371|1|78,558|307
埼玉|505,986|2,647,707|18,299|6|486,249|1,438
千葉|417,209|1,956,927|14,957|5|398,910|1,737
東京|1,426,497|6,428,459|77,186|15|1,344,992|4,319
神奈川|694,955|2,180,686|20,389|20|672,440|2,126
新潟|59,390|588,000|3,895|0|55,404|91
富山|31,733|227,480|1,548|0|30,095|90
石川|42,414|391,714|3,540|4|38,661|190
福井|26,520|291,242|1,161|1|25,314|45
山梨|28,259|274,619|1,160|0|27,046|67
長野|61,044|653,939|4,053|0|56,127|178
岐阜|84,307|802,337|4,684|0|78,672|324
静岡|144,639|1,147,520|6,300|0|137,438|401
愛知|475,301|2,493,853|24,129|11|449,159|2,013
三重|70,221|464,184|4,362|2|67,296|285
滋賀|79,992|578,118|4,028|0|75,751|213
京都|178,784|772,632|7,946|12|168,969|699
大阪|888,375|6,621,148|32,362|28|851,068|4,934
兵庫|379,292|1,452,085|11,557|10|365,550|2,187
奈良|84,069|480,325|6,774|2|76,930|365
和歌山|35,335|154,601|1,483|0|33,546|112
鳥取|11,924|346,730|1,157|0|10,608|14
島根|13,398|166,688|1,692|0|11,692|14
岡山|78,692|520,624|4,573|3|69,371|235
広島|122,912|1,705,414|11,070|10|111,378|464
山口|36,122|527,281|1,974|2|33,975|173
徳島|18,614|193,132|663|0|17,878|79
香川|38,455|249,047|2,767|0|35,568|120
愛媛|32,614|322,667|2,450|3|30,029|135
高知|20,986|245,014|1,279|1|19,603|104
福岡|364,347|2,442,444|23,273|8|332,419|1,202
佐賀|43,755|247,172|3,842|0|36,672|97
長崎|43,297|336,510|4,716|3|40,641|120
熊本|80,764|256,031|5,919|4|74,566|279
大分|42,812|529,820|3,080|0|39,580|152
宮崎|39,133|176,255|4,062|0|35,023|129
鹿児島|62,638|358,676|5,865|2|55,712|179
沖縄|156,841|738,819|11,387|4|144,983|447
その他（その他）|149|0|0|0|149|0
合計|7,755,278|46,527,929|403,437|174|7,303,832|29,459
