都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|412,142|2,486,361|16,796|3|389,906|2,110
青森|77,063|289,100|8,625|0|68,316|122
岩手|46,339|325,741|5,655|0|40,582|102
宮城|110,526|669,744|8,712|2|99,103|205
秋田|37,586|66,164|4,233|1|33,279|74
山形|35,770|208,405|3,693|0|31,978|99
福島|75,853|917,904|6,771|0|68,854|228
茨城|182,202|1,477,266|9,282|3|172,459|461
栃木|107,988|802,897|10,356|2|97,347|285
群馬|114,450|718,632|11,574|2|102,545|331
埼玉|657,705|3,148,710|61,911|10|594,125|1,669
千葉|537,277|2,324,540|32,648|5|480,588|1,823
東京|1,880,738|7,728,418|199,121|15|1,677,003|4,614
神奈川|901,772|3,523,661|57,996|34|841,515|2,261
新潟|87,952|733,089|7,994|2|79,867|91
富山|48,408|277,188|6,555|1|41,754|99
石川|70,833|553,766|6,847|0|63,763|200
福井|47,227|363,208|5,377|1|41,801|49
山梨|41,073|401,267|4,250|0|36,772|69
長野|90,487|815,972|5,798|0|81,844|206
岐阜|128,993|1,005,992|11,322|0|115,300|357
静岡|215,802|1,413,403|21,574|0|190,380|432
愛知|664,704|3,076,564|65,082|8|597,507|2,115
三重|105,207|601,120|10,936|0|96,198|322
滋賀|110,825|721,823|9,199|1|101,401|225
京都|246,021|918,561|21,792|29|219,516|763
大阪|1,190,841|7,925,079|129,391|23|1,056,197|5,253
兵庫|509,680|1,772,272|37,861|13|469,550|2,269
奈良|112,237|579,419|12,659|6|99,179|399
和歌山|55,920|204,131|5,316|0|50,241|122
鳥取|22,907|466,355|3,628|0|19,015|21
島根|36,168|273,942|8,994|0|27,140|34
岡山|118,530|657,510|5,799|1|107,799|255
広島|187,538|2,056,813|10,976|6|176,055|507
山口|60,751|642,271|8,001|0|52,560|190
徳島|29,642|243,816|3,301|2|26,276|86
香川|59,854|309,579|6,059|0|53,657|138
愛媛|59,935|429,982|9,498|1|50,292|145
高知|37,091|340,220|3,928|0|33,046|117
福岡|546,359|3,054,685|52,189|6|474,853|1,306
佐賀|75,327|322,462|8,294|0|61,447|119
長崎|81,958|490,831|8,862|1|73,008|134
熊本|154,729|348,863|19,807|5|134,586|336
大分|76,588|678,048|10,156|0|66,256|176
宮崎|73,991|201,123|9,275|1|64,450|153
鹿児島|121,280|493,762|14,934|1|103,311|219
沖縄|315,022|1,000,767|32,878|18|281,561|500
その他（その他）|149|0|0|0|149|0
合計|10,961,440|58,061,426|1,015,905|203|9,844,331|31,791
