都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|138,579|1,550,505|31,704|8|106,139|1,612
青森|15,416|144,895|3,720|0|11,648|48
岩手|6,863|162,997|1,693|1|5,115|55
宮城|30,719|350,944|6,315|10|23,890|125
秋田|6,752|38,941|1,874|0|4,849|29
山形|8,893|142,194|2,568|0|6,267|58
福島|19,671|569,389|3,551|3|15,938|182
茨城|55,548|43,645|9,192|9|46,113|243
栃木|34,893|598,928|7,515|7|27,234|144
群馬|41,957|454,276|7,135|8|34,600|222
埼玉|244,456|2,045,397|38,483|62|204,866|1,107
千葉|211,466|1,510,630|42,054|22|165,014|1,128
東京|813,264|5,117,701|169,698|74|640,249|3,317
神奈川|356,300|2,180,686|54,614|96|300,249|1,437
新潟|23,047|429,845|3,809|3|19,173|65
富山|11,617|168,017|3,901|1|7,661|55
石川|18,946|259,060|4,444|8|14,328|151
福井|8,648|181,700|1,401|1|7,209|38
山梨|12,844|173,670|2,203|1|10,609|38
長野|25,187|474,588|4,330|1|19,276|121
岐阜|41,690|595,597|7,178|7|33,635|245
静岡|67,659|899,739|13,229|6|54,273|265
愛知|242,363|1,877,309|41,065|38|199,972|1,326
三重|32,231|339,392|5,856|5|27,011|202
滋賀|35,933|391,438|8,366|4|27,449|118
京都|98,887|609,774|23,916|109|72,674|331
大阪|512,829|5,258,136|140,444|718|369,010|3,375
兵庫|201,035|1,141,457|58,448|49|141,027|1,573
奈良|40,828|369,379|12,155|22|28,487|186
和歌山|17,839|105,575|3,866|7|13,766|82
鳥取|4,757|228,737|665|1|4,015|5
島根|5,306|97,893|733|0|4,566|7
岡山|39,634|398,255|6,016|11|27,673|167
広島|63,211|1,318,963|21,424|18|41,484|303
山口|17,268|318,320|2,336|2|14,821|111
徳島|7,298|143,293|1,417|1|5,815|71
香川|13,004|182,202|2,558|3|10,379|55
愛媛|13,663|237,724|1,944|4|11,618|101
高知|9,288|159,492|2,098|11|7,142|48
福岡|186,576|1,859,107|52,530|18|128,948|753
佐賀|17,988|170,967|3,811|2|13,240|46
長崎|20,460|259,215|5,404|1|15,464|91
熊本|39,801|178,320|7,441|16|32,183|177
大分|19,305|389,969|3,107|0|16,108|90
宮崎|15,500|115,190|2,432|1|13,041|65
鹿児島|24,507|239,582|4,678|3|19,384|97
沖縄|90,993|561,931|4,910|31|85,631|421
その他（その他）|149|0|0|0|149|0
合計|3,965,068|35,044,964|838,231|1,403|3,089,392|20,486
