都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|735,575|3,069,351|18,383|2|715,135|2,573
青森|155,377|414,508|4,504|2|150,586|287
岩手|106,600|453,251|2,850|1|103,559|191
宮城|255,693|867,673|21,454|6|204,624|387
秋田|98,395|74,586|8,602|3|89,572|221
山形|103,477|283,171|6,647|0|90,443|191
福島|183,852|1,149,922|3,813|0|179,779|260
茨城|358,207|1,654,084|20,090|5|301,424|668
栃木|221,257|950,918|5,472|3|215,298|487
群馬|230,958|885,827|8,324|2|224,316|463
埼玉|1,177,433|3,915,381|16,429|10|1,158,650|2,354
千葉|937,738|2,843,675|16,849|7|904,076|2,533
東京|3,143,112|9,305,134|49,249|16|3,088,077|5,786
神奈川|1,473,152|4,650,197|24,141|27|1,446,052|2,959
新潟|230,004|943,254|6,866|0|222,987|151
富山|126,917|359,384|3,407|0|123,339|171
石川|159,270|762,569|3,749|0|155,218|280
福井|112,517|452,821|1,788|0|110,631|98
山梨|94,018|511,528|2,117|0|91,756|152
長野|204,199|1,017,239|4,300|2|198,736|334
岐阜|290,445|1,286,078|4,921|0|284,060|581
静岡|487,238|1,797,604|9,665|5|470,938|737
愛知|1,348,425|4,057,828|29,201|8|1,316,376|2,848
三重|249,971|820,741|10,234|1|226,621|523
滋賀|230,964|955,088|5,648|2|225,002|314
京都|473,258|1,199,379|14,323|22|457,250|1,044
大阪|2,081,168|9,647,609|46,246|34|2,028,522|6,400
兵庫|999,303|2,457,970|14,513|15|981,948|2,842
奈良|224,800|730,971|30,241|2|194,038|521
和歌山|131,914|318,968|2,497|5|128,861|247
鳥取|61,904|704,423|9,238|1|44,778|72
島根|81,355|359,474|2,296|0|78,967|92
岡山|271,200|816,883|6,379|4|259,947|402
広島|423,649|2,686,976|17,158|3|405,746|745
山口|161,518|827,032|3,283|1|157,853|382
徳島|92,063|289,701|1,433|3|90,459|171
香川|140,878|401,957|2,948|3|137,643|287
愛媛|160,443|625,948|3,755|2|156,400|288
高知|99,208|487,995|5,176|4|93,739|293
福岡|1,072,948|3,913,414|27,586|9|1,027,150|1,925
佐賀|155,943|377,021|12,834|2|125,171|218
長崎|210,546|742,894|21,835|2|177,499|322
熊本|325,661|540,288|8,680|6|316,363|618
大分|174,333|888,513|2,531|4|171,450|352
宮崎|193,784|238,767|3,700|2|189,007|355
鹿児島|296,764|739,930|1,752|1|286,186|531
沖縄|497,868|1,177,701|3,287|5|493,597|711
その他（その他）|149|0|0|0|149|0
合計|21,045,451|73,655,626|530,394|232|20,299,978|44,367
