都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|293,540|2,059,667|25,278|5|266,450|1,994
青森|47,661|222,942|4,150|0|43,415|96
岩手|27,616|249,956|3,285|1|24,245|86
宮城|74,200|521,423|5,813|2|67,924|188
秋田|24,877|57,189|2,775|1|22,045|57
山形|23,259|184,345|1,952|2|21,220|87
福島|51,895|754,173|4,931|3|46,752|212
茨城|143,863|1,240,444|4,401|2|139,041|421
栃木|80,823|715,412|5,776|1|74,782|265
群馬|83,724|596,291|3,987|0|80,095|308
埼玉|511,836|2,662,237|16,676|4|493,711|1,449
千葉|421,387|1,956,927|14,957|5|398,910|1,744
東京|1,438,644|6,467,427|79,229|11|1,355,087|4,328
神奈川|701,963|2,180,686|19,403|21|680,422|2,138
新潟|60,720|592,032|3,717|0|56,912|91
富山|32,083|228,134|1,413|1|30,579|91
石川|43,548|395,257|3,361|4|39,973|191
福井|27,103|293,616|1,141|0|25,917|45
山梨|28,419|274,619|1,210|0|27,155|67
長野|62,161|655,888|3,728|0|58,132|178
岐阜|85,638|808,599|4,688|0|80,308|324
静岡|146,677|1,151,870|6,434|0|137,963|402
愛知|482,115|2,501,023|24,555|9|455,542|2,018
三重|71,360|464,184|3,750|3|69,070|285
滋賀|81,025|580,852|3,817|0|76,995|213
京都|180,991|778,050|7,406|9|172,460|702
大阪|895,149|6,671,028|29,262|25|860,926|4,946
兵庫|384,169|1,463,840|12,417|9|369,563|2,190
奈良|84,880|481,414|7,109|2|77,406|365
和歌山|35,975|156,622|1,421|1|34,245|115
鳥取|12,204|350,731|1,115|0|10,930|14
島根|13,757|178,102|1,562|0|12,181|14
岡山|80,275|520,624|4,657|2|73,541|238
広島|126,106|1,705,414|11,963|10|113,679|464
山口|36,570|527,281|1,763|1|34,634|173
徳島|18,793|194,544|607|0|18,114|79
香川|39,212|251,362|2,520|0|36,572|120
愛媛|33,323|329,372|2,314|3|30,874|135
高知|21,430|245,014|1,275|2|20,051|104
福岡|370,644|2,463,928|17,173|9|345,663|1,211
佐賀|44,671|249,317|3,775|0|38,082|98
長崎|44,643|339,800|5,138|2|41,685|121
熊本|81,366|258,706|5,962|4|75,125|279
大分|43,862|535,275|3,048|0|40,658|156
宮崎|40,276|178,024|3,497|1|36,724|131
鹿児島|64,501|364,012|5,716|2|58,145|179
沖縄|160,976|745,869|11,152|8|149,354|447
その他（その他）|149|0|0|0|149|0
合計|7,860,059|46,803,522|391,279|165|7,423,406|29,559
