都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|159,054|1,614,500|27,402|7|130,962|1,695
青森|18,625|153,109|3,429|0|15,142|54
岩手|8,754|173,589|2,488|1|6,209|57
宮城|36,639|373,545|6,635|11|29,200|130
秋田|8,389|41,817|1,818|2|6,540|31
山形|10,514|148,285|2,144|0|8,307|63
福島|22,372|589,786|3,051|6|19,137|184
茨城|65,626|43,898|8,886|16|56,469|271
栃木|41,443|611,873|6,933|9|34,343|167
群馬|47,988|472,495|7,044|9|40,705|239
埼玉|286,771|2,139,346|38,407|57|247,218|1,146
千葉|246,986|1,583,645|49,530|29|192,145|1,238
東京|926,812|5,313,580|171,748|82|751,561|3,503
神奈川|414,535|2,180,686|51,911|100|361,060|1,564
新潟|26,851|449,750|3,917|3|22,868|66
富山|14,985|177,039|5,226|3|9,700|59
石川|21,990|279,122|3,487|2|18,321|159
福井|10,796|202,629|1,576|3|9,181|39
山梨|15,182|186,746|2,329|4|12,827|39
長野|28,878|495,792|4,390|2|23,705|140
岐阜|49,043|629,164|7,059|8|40,641|259
静岡|79,951|930,517|12,615|4|66,075|302
愛知|286,937|1,972,979|39,477|54|245,990|1,470
三重|37,435|354,936|5,544|3|32,739|226
滋賀|43,502|408,308|8,601|1|34,772|129
京都|114,105|635,176|20,640|83|91,931|382
大阪|599,790|5,466,061|124,613|788|471,465|3,690
兵庫|235,982|1,195,205|44,822|47|189,470|1,721
奈良|49,758|387,266|14,466|26|35,059|233
和歌山|20,826|113,068|2,583|12|18,000|96
鳥取|5,626|240,959|931|0|4,612|8
島根|5,873|103,516|655|0|5,210|8
岡山|45,042|413,636|5,836|14|34,676|180
広島|69,416|1,355,636|11,282|14|57,780|354
山口|19,510|377,372|2,395|3|16,996|119
徳島|9,147|151,007|1,791|0|7,296|73
香川|16,275|190,889|3,303|3|12,908|64
愛媛|15,497|247,365|1,975|2|13,412|110
高知|10,934|170,609|2,016|10|8,849|69
福岡|214,856|1,947,748|41,098|16|167,659|855
佐賀|21,150|181,330|3,355|4|16,230|59
長崎|23,110|270,053|3,873|3|19,952|102
熊本|45,272|189,155|7,738|15|37,333|201
大分|21,826|410,749|2,388|0|19,344|94
宮崎|17,256|122,543|2,076|0|15,148|81
鹿児島|28,499|253,228|3,666|7|24,221|112
沖縄|95,939|578,265|5,220|26|90,286|423
その他（その他）|149|0|0|0|149|0
合計|4,595,896|36,527,972|782,369|1,489|3,773,803|22,264
