都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|57,947|1,017,233|3,818|26|52,895|1,456
青森|4,726|72,639|1,109|2|3,584|33
岩手|3,182|110,129|370|3|2,763|49
宮城|15,230|213,055|1,664|32|13,396|104
秋田|1,681|22,454|169|2|1,489|23
山形|3,274|86,376|283|5|2,942|49
福島|8,957|372,937|685|14|8,103|169
茨城|21,588|37,826|2,080|30|19,313|195
栃木|13,783|401,276|1,297|18|12,381|105
群馬|15,505|262,794|1,722|30|13,621|162
埼玉|105,372|1,327,229|12,315|152|92,151|906
千葉|90,240|956,504|13,037|98|76,320|883
東京|354,742|3,345,638|30,334|267|321,873|2,535
神奈川|154,927|1,433,442|14,997|229|138,795|1,135
新潟|7,002|245,985|853|11|6,094|55
富山|4,539|102,442|687|13|3,810|42
石川|7,414|173,385|518|4|6,754|123
福井|2,668|100,207|240|2|2,392|36
山梨|4,582|92,433|578|3|3,985|25
長野|8,113|276,256|639|6|7,366|94
岐阜|16,726|360,580|2,554|22|13,979|204
静岡|23,789|549,011|4,706|35|18,899|184
愛知|88,849|1,102,894|21,243|81|66,556|1,050
三重|13,279|192,585|3,942|29|9,460|138
滋賀|11,236|212,347|1,807|10|9,332|97
京都|31,983|377,737|4,425|99|26,898|254
大阪|178,886|3,025,287|26,866|592|147,199|2,827
兵庫|68,285|663,541|7,508|76|59,435|1,347
奈良|14,124|223,049|1,612|16|12,372|140
和歌山|4,822|58,883|474|23|4,193|55
鳥取|1,510|130,495|244|2|1,239|4
島根|1,433|45,572|229|1|1,202|2
岡山|14,090|231,974|1,686|21|11,771|130
広島|19,428|769,672|1,343|21|16,643|185
山口|5,201|155,099|647|2|4,467|87
徳島|2,850|90,405|403|2|2,383|64
香川|4,429|117,010|548|10|3,848|34
愛媛|4,764|133,787|407|3|4,276|81
高知|3,719|82,383|596|7|3,092|31
福岡|68,248|1,125,929|10,422|36|56,611|574
佐賀|5,386|89,668|601|2|3,743|28
長崎|5,495|161,786|597|2|4,832|69
熊本|13,141|111,830|1,853|19|11,160|128
大分|7,385|233,300|1,002|5|6,314|69
宮崎|5,653|62,925|774|8|4,690|33
鹿児島|8,445|153,510|1,010|6|7,368|51
沖縄|44,282|347,766|6,109|130|37,699|261
（その他）|149|-|0|-|149|-
合計|1,553,059|21,459,265|191,003|2,207|1,339,837|16,306
