都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|84,264|1,405,961|15,474|0|65,380|1,498
青森|9,167|123,919|2,181|0|6,947|39
岩手|4,341|147,450|659|0|3,629|53
宮城|20,153|307,420|2,423|2|17,077|118
秋田|3,610|32,851|1,363|0|2,220|27
山形|5,072|127,501|1,150|0|3,866|56
福島|12,113|517,333|1,898|3|10,039|176
茨城|33,264|42,163|4,918|2|28,123|223
栃木|22,504|566,903|4,788|0|17,593|123
群馬|27,193|410,968|6,402|2|20,603|188
埼玉|156,221|1,859,843|23,582|13|131,574|1,065
千葉|134,981|1,377,266|18,073|3|112,117|1,047
東京|532,722|4,679,047|105,504|20|424,022|3,196
神奈川|224,701|2,066,516|36,361|27|187,006|1,334
新潟|15,172|387,822|4,159|2|10,950|63
富山|6,425|148,877|1,219|1|5,154|52
石川|11,625|235,534|2,929|2|8,533|141
福井|5,045|154,433|1,050|1|3,957|38
山梨|8,138|161,912|2,054|0|6,051|35
長野|16,101|431,812|3,191|1|11,374|97
岐阜|27,399|543,012|4,793|0|21,492|222
静岡|41,593|821,309|11,014|2|29,932|211
愛知|148,892|1,661,640|31,127|5|116,584|1,181
三重|20,670|305,600|3,924|1|17,012|171
滋賀|20,934|333,897|5,768|0|15,060|106
京都|57,743|544,149|10,909|61|44,472|298
大阪|305,631|4,777,460|73,234|467|229,292|3,105
兵庫|114,308|984,287|25,198|12|87,703|1,412
奈良|23,974|330,954|5,564|14|18,257|153
和歌山|9,825|85,280|3,096|13|6,544|64
鳥取|2,984|204,879|984|0|1,959|5
島根|4,003|85,034|1,309|2|2,688|6
岡山|23,559|343,602|3,780|1|17,301|138
広島|44,640|1,195,443|17,790|10|26,621|229
山口|12,133|278,857|3,437|2|8,599|97
徳島|4,409|130,564|772|0|3,572|67
香川|7,584|165,335|2,222|2|5,322|40
愛媛|9,543|211,760|2,457|3|7,001|85
高知|5,520|126,770|999|5|4,485|36
福岡|108,012|1,637,607|24,734|4|78,693|639
佐賀|10,332|147,345|2,449|0|7,204|33
長崎|12,719|234,115|5,095|1|7,554|75
熊本|25,776|151,637|4,462|6|21,173|141
大分|12,323|350,725|2,636|0|9,602|85
宮崎|9,970|92,643|2,994|0|7,114|41
鹿児島|15,023|205,813|3,430|0|10,891|70
沖縄|80,531|526,840|9,578|44|70,552|399
その他（その他）|149|0|0|0|149|0
合計|2,492,991|31,662,088|503,133|734|1,953,043|18,678
