都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|213,170|1,815,869|15,181|4|195,627|1,915
青森|33,112|189,920|4,030|0|29,000|82
岩手|16,921|211,568|2,400|1|14,445|76
宮城|54,717|444,361|5,084|3|49,024|170
秋田|14,750|49,681|1,773|2|12,932|45
山形|16,420|167,882|1,970|1|14,371|79
福島|33,436|666,002|3,380|2|29,866|190
茨城|106,473|44,674|7,356|4|98,746|371
栃木|58,958|655,491|4,984|1|53,739|235
群馬|66,464|535,025|4,372|4|61,813|279
埼玉|406,139|2,398,819|25,086|25|379,714|1,339
千葉|342,087|1,771,574|19,726|15|317,927|1,627
東京|1,205,465|5,885,947|93,187|38|1,108,164|4,114
神奈川|578,492|2,180,686|29,209|49|547,308|1,975
新潟|39,359|509,200|3,349|1|35,923|87
富山|26,501|207,665|3,786|3|22,642|73
石川|33,014|334,856|2,183|4|30,625|183
福井|20,229|256,907|1,492|1|18,696|41
山梨|21,744|239,637|1,376|2|20,312|62
長野|41,107|558,525|4,304|0|35,989|161
岐阜|65,792|716,394|3,453|3|61,506|309
静岡|116,012|1,042,858|8,086|1|106,938|375
愛知|395,583|2,282,527|19,298|30|374,353|1,932
三重|52,639|419,043|3,203|7|50,611|262
滋賀|66,114|506,586|5,580|2|60,346|188
京都|150,045|708,886|7,500|22|140,921|632
大阪|773,952|6,085,567|41,236|405|728,110|4,585
兵庫|321,245|1,332,065|14,839|18|304,340|2,071
奈良|72,136|439,573|8,559|10|63,237|340
和歌山|27,284|133,030|817|3|26,193|108
鳥取|8,806|294,613|758|0|7,936|11
島根|8,685|135,610|769|0|7,907|9
岡山|60,281|474,647|2,704|2|56,294|221
広島|90,752|1,494,137|7,928|4|82,379|445
山口|27,744|473,883|2,011|1|25,571|162
徳島|15,574|175,462|1,022|0|14,480|78
香川|27,836|220,732|2,740|2|24,991|105
愛媛|23,360|288,673|1,999|4|21,235|126
高知|16,236|209,477|1,306|4|14,833|97
福岡|289,527|2,194,274|24,537|9|257,643|1,112
佐賀|30,160|211,675|1,897|1|25,906|78
長崎|31,540|301,352|2,684|1|30,165|116
熊本|62,025|224,166|4,453|8|57,303|269
大分|30,291|469,645|1,787|1|28,367|137
宮崎|23,969|147,826|1,813|0|22,114|117
鹿児島|40,332|296,501|2,994|1|36,681|166
沖縄|117,126|645,759|5,678|8|111,016|438
その他（その他）|149|0|0|0|149|0
合計|6,273,753|41,049,250|413,879|707|5,818,388|27,593
