都道府県名|陽性者数 検査人数※3||％
北海道|2,091|57,010|3.7%
青森 ※3|36|2,435|1.5%
※3※4※5 岩手|23|4,220|0.5%
宮城 ※3※5|399|10,302|3.9%
秋田|53|2,140|2.5%
山形|78|5,164|1.5%
福島 ※3|253|20,207|1.3%
茨城|657|12,474|5.3%
栃木 ※3|431|30,351|1.4%
群馬 ※3※5|701|21,170|3.3%
埼玉 ※4|4,652|143,932|3.2%
千葉|3,896|88,135|4.4%
東京 ※１|25,738|455,929|5.6%
神奈川|6,898|153,017|4.5%
新潟 ※3※5|170|15,405|1.1%
富山 ※3※5|418|12,250|3.4%
石川 ※3|776|13,003|6.0%
福井 ※3|244|9,765|2.5%
山梨 ※3|186|10,658|1.7%
長野 ※3※5|306|18,932|1.6%
岐阜 ※5|626|22,761|2.8%
静岡 ※3※4|538|34,354|1.6%
※3※4※5 愛知|5,337|76,727|7.0%
三重 ※3|503|12,619|4.0%
都道府県名|陽性者数 検査人数※3||％
滋賀 ※3※5|502|11,903|4.2%
京都|1,747|42,536|4.1%
大阪 ※3※5|10,593|184,635|5.7%
※3※4※5 兵庫|2,704|56,262|4.8%
奈良 ※5|569|20,591|2.8%
和歌山|242|9,284|2.6%
鳥取 ※3|36|5,472|0.7%
島根 ※5|140|5,767|2.4%
岡山 ※4|157|8,110|1.9%
広島 ※3|563|20,858|2.7%
山口 ※4|202|9,786|2.1%
徳島 ※3|148|6,908|2.1%
香川 ※5|93|10,671|0.9%
愛媛|114|4,075|2.8%
高知|138|3,475|4.0%
福岡 ※4※5|5,032|131,947|3.8%
佐賀 ※3|245|6,005|4.1%
長崎|236|18,408|1.3%
熊本|574|16,403|3.5%
大分|158|16,873|0.9%
宮崎|344|8,582|4.0%
鹿児島|415|18,986|2.2%
沖縄 ※3|2,486|39,038|6.4%
長崎船 ※2 その他|149|0|-
合計|82,597|1,889,535|4.4%
