都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|60,167|1,089,800|583|10|58,185|1,467
青森|5,647|85,391|275|6|5,337|35
岩手|3,478|119,235|27|0|3,399|52
宮城|16,169|236,552|235|3|15,811|116
秋田|1,860|25,845|33|1|1,801|26
山形|3,496|94,950|53|0|3,387|56
福島|9,431|400,568|88|4|9,169|174
茨城|24,076|39,827|353|13|23,508|215
栃木|15,178|475,118|278|8|14,786|114
群馬|16,543|287,649|207|12|16,165|171
埼玉|114,424|1,425,662|2,350|59|111,071|1,003
千葉|99,323|1,045,005|1,417|43|96,916|990
東京|374,931|3,581,127|3,749|117|368,291|2,891
神奈川|167,332|1,567,003|1,802|82|164,282|1,248
新潟|7,794|276,123|217|2|7,518|59
富山|4,787|111,534|53|3|4,684|50
石川|7,825|187,619|113|2|7,566|124
福井|3,026|113,980|86|1|2,904|36
山梨|5,097|108,734|120|0|4,948|29
長野|8,703|307,885|102|1|8,560|95
岐阜|18,655|396,480|352|6|18,254|213
静岡|26,547|601,872|329|7|26,013|205
愛知|104,881|1,265,259|3,631|50|100,123|1,127
三重|14,596|258,291|348|5|14,407|160
滋賀|12,203|247,673|226|1|11,878|99
京都|35,377|411,869|1,377|25|33,683|268
大阪|198,891|3,356,169|4,658|381|189,433|2,956
兵庫|76,975|728,105|1,547|36|74,044|1,386
奈良|15,623|243,823|294|7|15,181|148
和歌山|5,227|64,181|65|9|4,999|60
鳥取|1,635|142,651|15|0|1,592|5
島根|1,604|51,491|45|0|1,556|3
岡山|15,067|253,818|254|5|14,612|135
広島|21,525|866,437|341|7|20,988|196
山口|5,568|179,174|93|0|5,386|89
徳島|3,236|101,299|56|2|3,116|64
香川|4,676|125,585|48|2|4,591|36
愛媛|5,128|145,722|119|4|4,928|81
高知|4,091|94,806|46|1|4,014|31
福岡|73,835|1,221,449|3,102|23|70,082|608
佐賀|5,732|99,422|68|1|5,680|29
長崎|5,971|174,841|97|1|5,803|71
熊本|14,244|121,046|238|5|13,871|135
大分|8,073|255,247|158|3|7,834|81
宮崎|6,103|72,261|89|4|5,940|40
鹿児島|9,048|165,830|73|2|8,969|65
沖縄|49,482|385,883|1,109|44|47,934|302
（その他）|149|-|0|-|149|-
合計|1,693,429|23,610,291|30,919|998|1,643,348|17,544
