都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|38,213|685,540|7,828|56|29,778|1,128
青森|2,368|45,006|206|1|2,132|30
岩手|1,448|73,756|119|1|1,284|45
宮城|8,874|144,763|187|7|8,588|83
秋田|758|13,807|45|1|699|14
山形|1,964|59,739|133|5|1,790|41
福島|4,588|241,742|219|12|4,225|144
茨城|9,759|32,662|411|9|9,198|150
栃木|6,375|263,096|314|12|5,983|78
群馬|7,838|169,017|337|19|7,362|139
埼玉|43,891|883,013|1,583|44|41,521|787
千葉|37,209|614,088|954|17|35,576|679
東京|161,426|2,291,661|4,774|70|154,590|2,062
神奈川|61,675|932,095|1,882|74|58,909|884
新潟|3,229|145,334|258|5|2,935|36
富山|1,883|64,552|241|9|1,606|36
石川|3,772|93,320|423|11|3,242|106
福井|1,040|59,345|29|0|977|34
山梨|1,550|43,111|99|1|1,432|19
長野|4,807|180,225|251|7|4,539|84
岐阜|8,858|239,832|695|17|7,998|165
静岡|8,423|354,701|629|7|7,656|138
愛知|47,233|710,987|4,856|95|41,586|791
三重|4,936|123,611|311|11|4,645|107
滋賀|5,136|129,104|442|13|4,614|80
京都|15,855|255,468|943|26|14,745|212
大阪|99,920|1,835,542|8,411|339|88,261|2,336
兵庫|39,705|460,466|1,570|88|36,954|1,192
奈良|7,914|152,910|286|16|7,513|115
和歌山|2,621|40,302|73|21|2,449|44
鳥取|466|73,347|32|0|424|2
島根|542|26,359|73|4|469|0
岡山|7,360|138,031|992|31|6,022|106
広島|10,691|400,384|913|24|9,000|131
山口|2,939|103,923|372|7|2,503|64
徳島|1,631|58,691|48|2|1,522|61
香川|2,012|77,518|125|6|1,867|25
愛媛|2,718|87,384|69|4|2,577|72
高知|1,493|9,897|234|5|1,239|20
福岡|34,185|751,432|3,846|77|29,801|461
佐賀|2,510|50,450|142|4|2,374|19
長崎|2,906|112,248|137|2|2,703|66
熊本|6,249|78,715|556|25|5,596|97
大分|3,386|146,890|311|6|3,028|47
宮崎|3,034|42,796|109|3|2,890|25
鹿児島|3,352|101,801|258|2|3,069|30
沖縄|17,267|220,905|2,674|88|14,448|151
（その他）|149|-|0|-|149|-
合計|746,158|13,819,566|49,400|1,284|682,468|13,136
