都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|501,385|2,633,821|55,227|8|443,047|2,182
青森|97,825|314,390|13,547|0|84,129|149
岩手|61,569|360,971|8,300|1|53,153|116
宮城|153,778|728,721|33,078|5|118,027|225
秋田|52,004|68,387|11,224|4|40,601|79
山形|48,696|216,698|9,298|0|39,300|108
福島|99,640|967,258|17,322|3|82,083|235
茨城|237,302|1,477,266|25,760|7|211,047|495
栃木|145,503|845,589|27,320|10|117,865|318
群馬|145,968|768,546|38,723|3|111,873|357
埼玉|848,688|3,386,172|109,426|31|737,525|1,737
千葉|687,414|2,475,643|68,353|16|566,097|1,927
東京|2,388,862|8,291,148|281,566|36|2,102,542|4,754
神奈川|1,122,865|3,867,584|105,527|65|1,014,946|2,392
新潟|128,216|790,273|21,428|2|106,693|95
富山|67,544|297,211|13,368|5|54,069|107
石川|93,070|603,404|14,283|1|78,560|204
福井|67,259|393,264|11,915|1|55,289|55
山梨|54,896|429,374|8,092|0|46,789|78
長野|119,281|866,921|14,049|0|101,004|219
岐阜|172,645|1,081,482|28,017|1|141,222|382
静岡|299,749|1,517,829|43,803|8|240,310|491
愛知|880,861|3,302,506|133,965|37|744,668|2,228
三重|144,861|644,046|24,430|1|122,913|361
滋賀|145,960|785,521|25,749|2|119,974|237
京都|324,582|1,014,378|59,980|89|259,166|783
大阪|1,511,135|8,489,507|227,294|71|1,278,365|5,476
兵庫|664,955|1,980,305|84,341|33|578,249|2,374
奈良|143,965|624,992|31,526|12|112,020|419
和歌山|76,092|237,243|9,471|7|66,165|147
鳥取|32,943|535,305|6,997|1|25,609|26
島根|48,769|297,444|8,158|2|40,564|47
岡山|156,226|697,846|15,773|7|124,763|280
広島|235,670|2,098,726|31,053|7|204,085|532
山口|85,066|683,889|13,099|3|71,757|210
徳島|40,858|262,396|6,190|3|34,607|94
香川|79,598|334,909|11,857|2|67,577|164
愛媛|83,584|476,535|16,177|4|67,235|172
高知|50,590|370,021|9,128|4|41,333|129
福岡|735,490|3,352,483|101,189|17|613,440|1,404
佐賀|98,424|352,762|13,084|0|80,214|144
長崎|109,496|550,150|25,218|2|89,186|157
熊本|205,812|406,426|30,445|10|174,968|399
大分|105,391|739,955|14,792|1|90,400|199
宮崎|109,347|213,910|19,000|7|89,880|192
鹿児島|169,733|564,321|28,019|3|138,331|260
沖縄|393,953|1,060,323|39,443|23|353,758|516
その他（その他）|149|0|0|0|149|0
合計|14,227,669|62,457,851|1,946,004|555|12,135,547|33,655
