都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|314,712|2,108,405|21,342|6|291,328|2,011
青森|50,511|230,268|2,171|0|48,240|100
岩手|29,934|257,045|2,792|1|27,056|86
宮城|77,860|538,267|2,966|2|74,065|191
秋田|27,213|59,496|2,363|2|24,786|64
山形|24,713|186,836|1,640|2|22,984|89
福島|55,804|774,947|4,368|1|51,220|216
茨城|148,779|1,240,444|3,004|0|145,351|424
栃木|84,482|723,898|3,855|2|80,361|266
群馬|87,893|612,445|3,176|0|84,408|309
埼玉|524,759|2,712,830|11,268|5|511,995|1,496
千葉|430,608|1,985,733|11,569|4|410,652|1,757
東京|1,471,547|6,587,285|58,468|9|1,408,709|4,370
神奈川|718,261|2,180,686|12,623|17|703,489|2,149
新潟|64,254|611,383|3,459|0|60,704|91
富山|33,305|233,568|1,509|1|31,704|92
石川|46,689|402,789|3,328|7|43,146|192
福井|29,392|303,804|1,362|0|27,985|45
山梨|29,824|297,841|936|0|28,824|68
長野|65,598|680,868|2,700|0|62,550|186
岐阜|89,955|826,992|3,228|2|85,570|324
静岡|152,185|1,176,993|5,729|0|145,547|404
愛知|496,421|2,572,906|16,815|9|477,574|2,032
三重|74,484|487,499|2,833|1|73,151|285
滋賀|83,682|592,684|2,382|1|81,084|216
京都|187,485|789,450|6,899|13|179,701|706
大阪|919,133|6,762,069|26,103|20|888,059|4,971
兵庫|394,936|1,490,557|9,543|10|383,184|2,210
奈良|87,020|491,436|4,789|1|81,854|377
和歌山|37,881|161,383|1,378|0|36,183|117
鳥取|12,999|364,221|808|0|12,012|15
島根|14,872|187,665|1,056|0|13,801|15
岡山|85,568|534,328|3,546|1|77,977|243
広島|134,331|1,765,210|11,675|4|122,184|472
山口|38,600|535,464|1,968|1|36,458|174
徳島|19,612|199,066|740|0|18,798|80
香川|42,040|255,816|2,427|0|39,491|122
愛媛|35,361|336,300|1,761|3|33,463|137
高知|23,301|256,889|1,695|1|21,499|107
福岡|388,082|2,528,416|13,589|5|365,920|1,233
佐賀|47,526|257,548|2,321|0|42,266|105
長崎|48,105|348,417|3,999|2|46,567|124
熊本|86,784|264,724|3,649|6|82,850|285
大分|47,143|548,323|2,662|2|44,324|157
宮崎|43,790|182,349|3,273|2|40,454|137
鹿児島|70,614|378,987|4,194|2|65,273|186
沖縄|176,720|772,044|13,686|18|162,590|450
その他（その他）|149|0|0|0|149|0
合計|8,154,917|47,796,574|307,647|163|7,797,540|29,886
