都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|19,734|405,021|690|3|18,323|700
青森|836|21,091|30|0|786|20
岩手|557|29,018|3|0|524|30
宮城|3,905|73,410|255|5|3,625|25
秋田|269|7,148|1|0|262|6
山形|553|28,850|16|0|522|15
福島|2,160|123,507|240|10|1,830|90
茨城|6,107|25,144|319|4|5,668|120
栃木|4,224|153,859|123|1|4,033|68
群馬|4,644|100,448|137|3|4,418|89
埼玉|30,489|584,007|1,373|46|28,474|642
千葉|27,619|435,957|1,175|20|25,945|499
東京|114,536|1,614,370|2,668|39|110,332|1,536
神奈川|46,082|631,458|1,001|28|44,348|733
新潟|1,162|46,600|81|2|1,065|16
富山|909|38,262|9|1|872|28
石川|1,879|54,661|32|3|1,784|62
福井|546|33,169|2|0|519|25
山梨|941|27,101|2|0|922|17
長野|2,389|103,901|25|0|2,355|41
岐阜|4,786|144,898|82|9|4,589|115
静岡|5,356|215,542|225|1|5,031|100
愛知|26,251|416,874|496|26|25,207|548
三重|2,587|67,122|84|4|2,520|62
滋賀|2,625|77,870|176|6|2,401|48
京都|9,156|162,881|174|1|8,833|163
大阪|47,983|861,806|933|60|45,489|1,146
兵庫|18,276|264,340|360|37|17,355|561
奈良|3,432|86,795|81|8|3,303|48
和歌山|1,171|24,948|8|1|1,121|18
鳥取|210|43,293|0|0|205|2
島根|284|16,183|0|0|284|0
岡山|2,563|69,524|44|1|2,419|33
広島|5,057|169,055|35|3|4,919|103
山口|1,389|62,904|26|0|1,321|42
徳島|462|28,102|20|2|425|17
香川|767|46,770|19|0|730|18
愛媛|1,070|34,034|18|1|1,028|24
高知|906|7,180|18|3|869|19
福岡|18,357|466,712|411|17|17,638|308
佐賀|1,130|29,419|80|2|1,060|10
長崎|1,613|70,910|3|0|1,573|37
熊本|3,467|57,235|31|2|3,366|73
大分|1,297|84,625|7|0|1,268|22
宮崎|1,953|24,803|7|1|1,918|21
鹿児島|1,762|69,332|11|2|1,751|27
沖縄|8,407|151,701|279|2|8,012|122
（その他）|149|-|0|-|149|-
合計|442,007|8,291,840|11,810|354|421,391|8,449
