都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|52,012|937,143|4,368|17|46,057|1,435
青森|3,458|63,701|504|0|2,921|33
岩手|2,653|102,114|420|2|2,185|48
宮城|12,674|190,728|1,769|20|10,619|94
秋田|1,328|19,331|213|2|1,094|21
山形|2,753|78,423|341|5|2,365|47
福島|7,775|346,438|1,073|20|6,538|164
茨城|17,644|36,482|2,438|25|15,028|178
栃木|11,316|375,437|1,756|21|9,461|99
群馬|12,269|239,512|2,093|18|10,020|156
埼玉|84,820|1,220,807|25,573|147|58,381|866
千葉|69,961|876,622|11,946|106|57,238|777
東京|302,796|3,104,681|44,503|273|255,928|2,365
神奈川|122,416|1,329,499|16,321|232|105,046|1,049
新潟|5,641|222,479|942|6|4,646|54
富山|3,499|93,111|883|11|2,578|38
石川|6,629|155,727|790|7|5,705|121
福井|2,162|91,115|246|1|1,880|36
山梨|3,598|86,511|639|2|2,943|23
長野|6,826|252,666|781|6|5,873|94
岐阜|12,022|320,775|1,681|2|10,150|191
静岡|16,290|500,269|4,383|24|11,745|162
愛知|64,240|994,915|7,871|35|55,349|1,020
三重|8,369|170,434|1,957|11|6,480|118
滋賀|8,557|190,649|1,808|7|6,654|95
京都|24,700|344,185|4,539|109|19,363|250
大阪|142,592|2,739,605|18,297|494|119,967|2,754
兵庫|54,295|607,246|5,653|54|47,314|1,328
奈良|11,235|205,095|1,271|8|9,830|134
和歌山|3,822|51,035|425|16|3,258|51
鳥取|1,200|113,182|250|3|933|3
島根|1,046|40,685|183|1|861|2
岡山|11,115|208,397|1,485|7|8,975|127
広島|14,813|646,233|1,235|9|12,874|180
山口|4,208|140,551|632|3|3,496|80
徳島|2,114|79,811|242|0|1,809|63
香川|3,406|105,461|729|10|2,644|34
愛媛|4,006|119,512|737|6|3,192|77
高知|2,597|69,567|373|2|2,193|31
福岡|54,780|1,027,750|9,122|30|43,908|557
佐賀|4,138|76,348|581|0|2,961|27
長崎|4,570|149,712|748|1|3,757|69
熊本|10,179|97,145|1,802|13|8,255|122
大分|5,234|208,349|1,127|1|4,042|65
宮崎|4,286|53,900|734|1|3,511|28
鹿児島|6,142|134,296|1,387|2|4,504|42
沖縄|36,204|320,491|6,504|118|29,234|248
（その他）|149|-|0|-|149|-
合計|1,248,539|19,538,125|193,355|1,888|1,033,914|15,556
