都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|20,611|434,522|692|9|19,171|740
青森|921|23,933|56|1|845|20
岩手|596|42,164|33|0|533|30
宮城|5,120|83,765|1,041|3|4,052|27
秋田|279|7,416|10|0|263|6
山形|752|32,410|187|0|549|16
福島|2,387|139,730|269|11|2,010|108
茨城|6,533|25,917|329|1|6,079|125
栃木|4,474|168,378|133|0|4,271|70
群馬|4,890|109,704|175|2|4,616|99
埼玉|32,094|627,011|1,329|43|30,074|691
千葉|29,014|467,237|1,011|21|27,449|554
東京|118,855|1,718,024|3,059|41|114,122|1,674
神奈川|47,462|674,342|960|20|45,727|775
新潟|1,347|78,441|161|1|1,169|17
富山|930|40,768|19|1|883|28
石川|1,899|58,826|17|0|1,816|64
福井|553|34,673|7|0|521|25
山梨|956|29,599|2|0|936|18
長野|2,614|111,781|139|0|2,452|41
岐阜|4,875|154,175|91|2|4,661|123
静岡|5,558|237,667|199|1|5,244|115
愛知|26,883|449,089|499|11|25,812|572
三重|2,669|73,145|81|4|2,600|68
滋賀|2,720|84,114|85|3|2,581|54
京都|9,313|172,097|129|2|9,022|167
大阪|49,948|981,902|1,624|61|46,751|1,172
兵庫|19,130|285,482|766|53|17,781|583
奈良|3,575|93,334|128|5|3,396|51
和歌山|1,228|25,895|47|2|1,139|18
鳥取|211|45,990|1|0|205|2
島根|285|17,590|0|0|285|0
岡山|2,637|75,671|76|6|2,479|35
広島|5,096|176,621|34|0|4,952|106
山口|1,403|66,920|15|0|1,345|43
徳島|498|30,114|40|1|440|18
香川|780|49,506|16|1|746|18
愛媛|1,193|36,665|123|0|1,046|24
高知|914|7,424|11|3|884|19
福岡|18,825|496,109|392|8|18,105|328
佐賀|1,164|31,372|34|2|1,140|11
長崎|1,622|74,887|10|0|1,576|38
熊本|3,494|57,733|22|1|3,398|74
大分|1,302|90,030|7|0|1,273|22
宮崎|1,953|24,807|0|0|1,924|22
鹿児島|1,778|71,639|16|0|1,760|28
沖縄|8,988|160,567|496|3|8,372|126
（その他）|149|-|0|-|149|-
合計|460,478|8,979,186|14,571|323|436,604|8,965
