都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|295,394|2,063,750|25,096|5|268,848|1,994
青森|47,961|223,357|3,595|0|44,269|97
岩手|27,827|250,333|3,189|1|24,552|86
宮城|74,489|522,755|5,448|2|68,564|188
秋田|25,106|57,189|2,789|1|22,260|57
山形|23,362|184,345|1,975|2|21,300|87
福島|52,170|754,173|4,637|3|47,319|214
茨城|144,497|1,240,444|4,208|2|139,868|421
栃木|81,165|715,746|5,780|1|75,119|266
群馬|83,724|596,291|3,824|0|80,563|308
埼玉|513,038|2,664,340|15,401|6|496,186|1,451
千葉|422,410|1,956,927|14,957|5|398,910|1,746
東京|1,441,805|6,467,427|71,875|9|1,365,596|4,334
神奈川|703,893|2,180,686|18,230|21|683,525|2,138
新潟|60,943|592,598|3,454|0|57,398|91
富山|32,157|228,134|1,402|1|30,663|92
石川|43,691|395,470|3,273|4|40,203|192
福井|27,237|294,064|1,105|0|26,087|45
山梨|28,419|274,619|1,210|0|27,155|67
長野|62,437|655,888|3,428|0|58,650|178
岐阜|85,974|808,982|4,378|0|80,936|324
静岡|147,118|1,151,870|6,422|0|137,963|402
愛知|483,066|2,501,023|23,214|9|457,834|2,018
三重|71,586|476,558|3,662|3|69,445|285
滋賀|81,236|581,021|3,596|0|77,427|213
京都|181,503|778,743|7,418|9|172,871|703
大阪|897,400|6,677,883|28,476|25|863,960|4,948
兵庫|384,978|1,465,889|12,029|8|370,759|2,191
奈良|84,975|481,414|7,131|3|77,476|368
和歌山|36,152|157,009|1,373|1|34,469|115
鳥取|12,255|351,146|1,059|0|11,037|14
島根|13,865|178,102|1,496|0|12,355|14
岡山|80,608|520,624|4,657|2|73,541|240
広島|126,849|1,705,414|11,983|8|114,402|464
山口|36,742|527,281|1,789|1|34,780|173
徳島|18,834|194,759|557|0|18,204|80
香川|39,504|251,604|2,485|0|36,899|120
愛媛|33,535|329,650|2,261|4|31,138|136
高知|21,588|245,014|1,299|2|20,185|104
福岡|372,219|2,469,287|17,232|9|347,219|1,213
佐賀|44,851|250,109|3,414|0|38,633|102
長崎|44,956|340,575|5,291|2|41,873|121
熊本|81,366|259,336|5,962|4|75,125|279
大分|44,206|535,463|2,987|0|41,063|156
宮崎|40,558|178,672|3,512|1|36,991|132
鹿児島|65,081|365,652|5,464|2|58,858|179
沖縄|162,530|747,455|11,195|8|150,867|447
その他（その他）|149|0|0|0|149|0
合計|7,885,409|46,849,071|375,218|164|7,463,494|29,593
