都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|352,592|2,226,336|21,679|5|329,383|2,054
青森|55,612|243,369|2,355|0|53,153|104
岩手|33,843|275,664|2,650|0|31,104|89
宮城|85,276|574,010|3,737|1|80,956|195
秋田|29,950|61,683|1,501|0|28,383|66
山形|27,941|193,206|1,862|0|25,986|93
福島|62,538|817,462|3,568|0|58,750|220
茨城|157,140|1,240,444|3,030|1|153,674|436
栃木|90,110|744,355|3,101|3|86,737|272
群馬|93,340|638,434|2,976|2|90,045|319
埼玉|546,035|2,807,490|9,588|2|534,866|1,581
千葉|446,462|2,076,474|6,831|4|435,965|1,774
東京|1,529,320|6,803,139|40,015|3|1,484,831|4,474
神奈川|747,515|2,180,686|13,198|9|732,130|2,187
新潟|70,480|642,863|3,511|1|66,878|91
富山|36,788|245,784|2,337|1|34,358|93
石川|54,361|437,496|3,786|1|50,357|195
福井|34,301|321,797|1,743|0|32,513|45
山梨|31,872|318,457|944|0|30,867|68
長野|72,204|716,541|2,921|0|68,945|193
岐阜|99,014|874,232|4,692|0|93,451|331
静岡|167,185|1,231,686|7,891|0|158,446|408
愛知|532,061|2,685,021|18,367|5|511,641|2,053
三重|80,902|507,221|3,182|0|79,337|300
滋賀|89,413|629,154|2,825|0|86,369|219
京都|201,041|824,013|7,700|5|191,850|713
大阪|965,005|7,010,529|28,967|17|931,007|5,031
兵庫|418,878|1,547,328|11,472|4|405,177|2,229
奈良|91,697|511,131|3,873|0|87,439|385
和歌山|41,560|171,562|1,326|0|39,908|117
鳥取|14,723|391,668|997|1|13,514|20
島根|16,637|210,439|933|0|15,689|15
岡山|96,185|568,423|5,287|0|85,600|247
広島|152,825|1,847,128|10,765|0|141,576|484
山口|43,502|567,065|2,596|1|40,731|175
徳島|21,785|211,433|1,101|0|20,604|82
香川|47,311|271,969|2,608|1|44,580|123
愛媛|38,746|352,673|1,855|3|36,752|139
高知|27,024|282,783|1,986|1|24,927|111
福岡|419,037|2,652,135|15,241|2|395,470|1,248
佐賀|51,674|273,092|2,112|0|47,122|105
長崎|54,304|374,469|3,545|1|53,560|124
熊本|96,243|277,559|5,892|3|90,063|288
大分|52,916|578,522|2,737|1|50,019|160
宮崎|51,549|188,225|3,940|1|47,544|141
鹿児島|80,667|407,447|4,665|0|75,256|194
沖縄|209,094|827,447|15,885|11|192,711|459
その他（その他）|149|0|0|0|149|0
合計|8,718,807|49,840,044|303,773|90|8,370,373|30,450
