都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|60,676|1,146,120|183|1|59,039|1,470
青森|5,885|92,918|47|1|5,800|38
岩手|3,486|124,658|0|0|3,433|53
宮城|16,255|245,930|9|1|16,127|118
秋田|1,899|26,800|4|0|1,868|27
山形|3,544|101,352|20|0|3,468|56
福島|9,482|422,091|10|2|9,297|175
茨城|24,384|40,462|51|4|24,115|218
栃木|15,436|492,770|36|1|15,284|116
群馬|16,731|306,497|39|2|16,516|176
埼玉|115,527|1,496,280|228|23|114,266|1,033
千葉|100,254|1,105,018|127|5|99,092|1,022
東京|377,399|3,763,468|600|22|373,682|3,117
神奈川|168,812|1,646,760|228|9|167,279|1,305
新潟|7,978|294,766|18|0|7,899|61
富山|4,856|118,233|12|1|4,793|51
石川|7,952|199,247|25|1|7,776|129
福井|3,104|119,025|7|0|3,060|37
山梨|5,150|118,971|6|0|5,115|29
長野|8,852|327,089|25|0|8,786|96
岐阜|19,067|422,153|78|3|18,766|217
静岡|26,734|640,189|37|0|26,488|209
愛知|106,192|1,349,159|273|5|104,764|1,155
三重|14,762|241,279|35|1|14,887|163
滋賀|12,380|263,148|46|0|12,231|103
京都|35,833|432,484|59|2|35,473|290
大阪|202,079|3,635,665|709|87|196,834|3,040
兵庫|78,272|770,389|259|13|76,619|1,394
奈良|15,845|256,528|56|2|15,640|149
和歌山|5,288|66,163|5|1|5,116|62
鳥取|1,662|151,856|6|0|1,626|5
島根|1,674|56,768|36|0|1,633|5
岡山|15,250|268,198|58|2|15,049|136
広島|21,995|920,508|109|1|21,686|200
山口|5,706|192,183|40|0|5,573|93
徳島|3,284|106,708|6|0|3,213|65
香川|4,700|132,521|7|0|4,655|38
愛媛|5,338|157,373|47|1|5,209|82
高知|4,154|100,620|25|1|4,097|32
福岡|74,366|1,287,651|201|7|73,536|621
佐賀|5,838|107,153|27|0|5,829|30
長崎|6,097|184,768|46|0|5,978|73
熊本|14,384|123,942|40|1|14,208|136
大分|8,182|273,423|8|0|8,090|84
宮崎|6,151|73,027|6|0|6,088|41
鹿児島|9,097|170,152|16|0|9,016|65
沖縄|50,149|404,626|191|8|49,565|368
その他（その他）|149|0|0|0|149|0
合計|1,712,290|24,977,089|4,101|208|1,688,713|18,183
