都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|343,646|2,196,853|25,220|6|316,968|2,045
青森|54,414|239,219|2,814|0|51,496|104
岩手|32,824|270,667|2,832|0|29,906|86
宮城|83,313|562,998|3,966|2|78,673|195
秋田|29,255|60,988|1,766|0|27,423|66
山形|27,176|191,348|2,163|0|24,921|92
福島|61,068|804,765|4,362|0|56,488|218
茨城|154,869|1,240,444|3,264|2|151,171|434
栃木|88,801|738,516|3,575|4|84,955|271
群馬|91,535|628,236|3,286|0|88,314|315
埼玉|540,710|2,780,020|10,667|1|528,487|1,556
千葉|442,190|2,045,327|8,387|3|427,808|1,769
東京|1,513,387|6,736,735|43,429|3|1,465,519|4,439
神奈川|739,237|2,180,686|14,051|8|723,010|2,176
新潟|68,785|631,680|3,799|0|64,895|91
富山|35,987|241,445|2,470|1|33,424|93
石川|52,357|430,013|4,155|1|47,985|194
福井|33,119|317,643|1,796|0|31,278|45
山梨|31,127|318,457|933|0|30,132|68
長野|70,338|702,324|3,294|0|66,634|190
岐阜|96,480|859,824|4,866|1|90,704|328
静岡|163,382|1,213,859|8,460|0|152,846|406
愛知|522,371|2,642,476|18,653|4|501,674|2,044
三重|79,170|507,221|3,405|0|77,362|297
滋賀|87,880|619,746|3,185|0|84,476|219
京都|197,239|814,012|8,022|4|187,637|711
大阪|952,866|6,938,880|31,983|19|915,864|5,019
兵庫|412,436|1,531,299|12,406|3|397,808|2,223
奈良|90,419|503,258|3,303|0|86,732|384
和歌山|40,675|169,328|1,517|0|38,833|117
鳥取|14,252|383,708|1,063|0|12,983|18
島根|16,213|202,807|1,126|0|15,072|15
岡山|93,470|568,423|5,287|0|85,600|247
広島|147,953|1,814,903|11,876|1|135,596|481
山口|42,090|555,904|2,767|1|39,148|175
徳島|21,204|207,944|1,199|1|19,926|80
香川|45,949|267,771|2,818|1|43,008|123
愛媛|37,790|351,375|1,912|3|35,739|139
高知|26,105|266,875|2,212|0|23,783|110
福岡|410,844|2,616,311|16,095|4|386,236|1,241
佐賀|50,536|268,353|2,324|0|45,537|105
長崎|52,613|362,749|4,205|0|51,113|124
熊本|93,066|274,723|5,529|4|87,251|286
大分|51,239|570,417|2,868|1|48,212|159
宮崎|49,515|187,046|4,352|1|45,098|140
鹿児島|78,042|399,840|5,012|1|72,142|189
沖縄|201,080|813,612|17,792|12|182,830|457
その他（その他）|149|0|0|0|149|0
合計|8,569,166|49,231,028|330,466|92|8,192,846|30,284
