都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|272,377|2,001,392|22,308|9|247,598|1,979
青森|44,937|215,518|4,798|0|40,046|93
岩手|25,232|242,123|3,486|1|21,663|83
宮城|70,301|504,278|5,117|4|64,389|183
秋田|22,787|55,809|2,860|2|19,875|52
山形|21,828|181,903|2,291|1|19,452|85
福島|48,219|738,084|5,466|2|42,550|203
茨城|137,963|45,068|5,379|2|132,172|412
栃木|76,282|703,972|6,987|1|69,032|263
群馬|80,422|585,385|4,256|1|76,322|306
埼玉|495,620|2,611,951|19,475|13|474,716|1,429
千葉|409,226|1,921,694|17,842|8|383,771|1,727
東京|1,401,933|6,352,432|94,504|14|1,303,128|4,301
神奈川|680,922|2,180,686|22,394|25|656,412|2,116
新潟|57,131|574,821|4,504|1|52,536|91
富山|31,167|224,591|1,877|1|29,200|90
石川|40,831|385,523|3,801|5|36,819|188
福井|25,611|285,463|1,177|1|24,389|45
山梨|27,523|274,619|1,309|0|26,152|66
長野|58,537|640,632|4,900|0|52,430|169
岐阜|81,526|787,959|4,819|0|75,720|323
静岡|141,488|1,133,276|7,019|2|133,514|397
愛知|464,718|2,463,255|24,609|16|438,101|2,008
三重|68,043|464,184|4,749|0|64,696|281
滋賀|78,363|568,728|4,322|0|73,831|210
京都|174,660|762,823|8,372|10|164,705|696
大阪|873,905|6,545,254|35,812|30|833,181|4,904
兵庫|372,390|1,436,278|13,195|10|357,022|2,176
奈良|82,858|474,306|8,354|4|74,139|365
和歌山|34,228|151,495|1,634|1|32,293|112
鳥取|11,313|336,053|1,042|0|10,117|14
島根|12,516|166,688|1,507|1|10,995|14
岡山|75,760|520,624|4,573|3|69,371|232
広島|118,567|1,662,088|12,064|4|106,044|459
山口|35,147|517,521|2,071|1|32,904|172
徳島|18,229|190,817|684|0|17,469|79
香川|36,871|245,155|2,975|0|33,780|116
愛媛|31,236|320,729|2,488|4|28,614|134
高知|20,262|238,369|1,427|1|18,731|104
福岡|353,379|2,402,855|35,326|13|309,608|1,188
佐賀|41,589|241,132|4,259|0|34,375|96
長崎|40,927|331,195|4,264|3|38,513|120
熊本|78,057|251,763|6,198|2|71,582|277
大分|40,804|521,429|2,667|0|37,989|148
宮崎|36,980|172,839|4,794|0|32,140|124
鹿児島|58,736|348,108|5,576|2|52,200|174
沖縄|150,342|725,992|11,504|5|138,383|445
その他（その他）|149|0|0|0|149|0
合計|7,561,892|44,706,859|451,035|203|7,062,818|29,249
