都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|358,769|2,249,447|18,231|5|340,232|2,064
青森|56,520|246,653|1,887|0|54,529|104
岩手|34,711|279,132|2,242|0|32,378|91
宮城|86,873|582,211|3,000|0|83,370|197
秋田|30,438|62,262|1,336|0|29,035|67
山形|28,492|194,405|1,447|0|26,951|94
福島|63,456|826,727|2,208|0|61,026|222
茨城|158,770|1,240,444|2,081|0|156,250|439
栃木|90,917|748,614|1,931|1|88,713|273
群馬|94,334|644,022|2,275|0|91,740|319
埼玉|550,542|2,833,370|7,548|0|541,392|1,602
千葉|449,600|2,076,474|6,831|4|435,965|1,777
東京|1,540,308|6,864,315|30,047|3|1,505,759|4,502
神奈川|753,915|2,180,686|10,235|14|741,482|2,198
新潟|71,836|650,702|2,434|1|69,311|91
富山|37,295|245,042|2,077|1|35,125|93
石川|55,704|456,230|2,768|1|52,717|196
福井|35,244|326,202|1,365|0|33,834|45
山梨|32,480|327,859|967|0|31,449|68
長野|73,430|726,978|2,219|1|70,936|199
岐阜|101,205|887,364|3,841|0|96,399|338
静岡|169,931|1,247,508|5,569|1|163,647|409
愛知|539,166|2,717,921|15,224|5|521,879|2,063
三重|82,129|518,286|2,408|0|81,380|301
滋賀|90,742|643,688|2,414|0|88,109|219
京都|203,495|831,703|5,785|11|196,531|717
大阪|973,820|7,080,181|23,350|20|945,424|5,046
兵庫|423,719|1,560,437|9,728|3|410,647|2,233
奈良|92,513|516,456|2,837|0|89,290|386
和歌山|42,117|172,968|885|0|40,906|117
鳥取|15,056|396,450|772|0|14,067|20
島根|16,918|210,439|647|0|16,256|15
岡山|98,053|579,695|4,564|1|90,421|247
広島|156,665|1,881,526|8,940|0|147,239|486
山口|44,689|567,065|2,254|1|42,259|176
徳島|22,149|213,801|718|0|21,351|83
香川|48,134|275,096|1,746|0|46,262|126
愛媛|39,594|359,249|1,569|2|37,886|139
高知|27,607|290,944|1,470|0|26,024|113
福岡|425,173|2,680,553|12,359|5|405,125|1,253
佐賀|52,378|277,035|1,641|0|48,100|105
長崎|58,611|383,090|3,024|1|55,484|124
熊本|98,276|281,732|4,119|3|93,865|292
大分|54,103|585,188|2,183|0|51,760|160
宮崎|52,898|190,829|2,817|0|50,016|142
鹿児島|82,804|413,824|3,578|0|78,525|199
沖縄|215,249|849,218|12,259|11|202,450|460
その他（その他）|149|0|0|0|149|0
合計|8,830,977|50,374,021|239,830|95|8,543,645|30,610
