都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|236,764|1,898,777|19,230|5|215,083|1,942
青森|38,983|202,496|4,482|0|34,413|88
岩手|20,161|222,569|2,813|1|17,268|80
宮城|62,116|472,422|5,616|3|55,652|176
秋田|18,316|52,380|2,961|2|15,406|49
山形|18,808|174,115|2,245|2|16,483|80
福島|39,675|696,002|4,664|2|34,812|199
茨城|122,111|44,830|7,661|3|114,063|387
栃木|67,036|683,770|6,262|3|60,523|251
群馬|73,681|556,757|4,712|2|68,678|291
埼玉|451,973|2,501,640|26,810|18|423,760|1,403
千葉|376,214|1,843,439|21,455|17|349,985|1,676
東京|1,302,684|6,103,033|104,997|29|1,193,468|4,219
神奈川|628,258|2,180,686|30,726|33|595,478|2,054
新潟|47,186|538,081|5,080|0|42,015|91
富山|29,185|215,783|2,524|3|26,578|83
石川|36,468|358,436|2,613|2|33,646|186
福井|22,515|268,975|1,109|1|21,362|44
山梨|24,725|248,105|1,859|1|22,811|64
長野|48,019|597,337|4,391|0|42,355|168
岐阜|72,621|746,180|4,429|1|67,224|315
静岡|128,080|1,066,008|8,476|2|119,014|384
愛知|427,925|2,363,567|21,165|16|404,779|1,981
三重|59,687|430,346|5,048|2|55,909|272
滋賀|72,241|530,901|4,847|1|67,198|196
京都|161,645|733,035|9,663|6|150,189|676
大阪|821,060|6,290,831|39,927|275|776,331|4,774
兵庫|344,664|1,379,727|15,078|12|327,456|2,132
奈良|76,890|455,853|8,384|6|68,154|352
和歌山|30,081|140,290|1,451|0|28,344|110
鳥取|9,826|312,194|673|0|9,024|14
島根|10,326|141,330|1,279|0|9,036|11
岡山|66,363|483,667|2,953|1|58,933|223
広島|102,732|1,571,842|10,754|2|91,528|450
山口|31,372|484,444|2,819|0|28,386|167
徳島|16,761|182,335|731|2|15,953|79
香川|31,711|231,154|2,583|2|29,015|113
愛媛|26,772|299,492|2,813|4|23,829|130
高知|18,016|223,522|1,368|2|16,547|101
福岡|317,948|2,287,533|29,047|10|280,652|1,152
佐賀|34,596|223,722|2,995|0|28,962|90
長崎|34,986|313,643|3,292|0|33,154|117
熊本|68,582|235,305|5,497|5|62,810|275
大分|35,028|492,777|3,171|1|31,713|144
宮崎|28,799|157,652|3,821|1|24,934|119
鹿児島|48,692|319,137|5,840|0|41,948|171
沖縄|130,188|676,106|9,144|6|120,609|441
その他（その他）|149|0|0|0|149|0
合計|6,872,619|42,632,226|469,458|484|6,355,619|28,520
