都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|281,793|2,026,517|23,068|7|256,727|1,989
青森|46,220|219,790|4,910|0|41,214|96
岩手|26,472|245,396|3,313|1|23,074|85
宮城|72,370|513,366|5,612|2|65,994|186
秋田|23,805|56,899|2,633|1|21,118|54
山形|22,554|183,098|2,006|2|20,462|86
福島|50,170|748,026|5,211|2|44,753|206
茨城|141,140|1,240,444|5,106|3|135,617|417
栃木|78,759|708,093|7,489|0|71,006|264
群馬|82,631|591,598|4,157|1|78,168|306
埼玉|503,742|2,637,386|18,473|9|483,835|1,434
千葉|415,604|1,921,694|17,842|8|383,771|1,737
東京|1,420,445|6,407,250|77,238|15|1,338,894|4,313
神奈川|692,105|2,180,686|20,297|24|669,685|2,123
新潟|58,819|584,644|3,806|0|54,922|91
富山|31,574|226,784|1,562|0|29,922|90
石川|42,040|391,188|3,714|5|38,113|190
福井|26,323|290,169|1,136|1|25,142|45
山梨|28,074|274,619|1,147|0|26,872|67
長野|60,429|651,433|4,844|0|54,949|178
岐阜|83,680|797,979|4,442|0|78,162|323
静岡|143,927|1,143,612|6,200|1|136,920|399
愛知|472,529|2,484,892|23,239|12|447,279|2,011
三重|69,619|464,184|4,093|0|66,958|284
滋賀|79,545|575,606|3,867|0|75,465|213
京都|177,614|769,605|7,755|10|168,533|699
大阪|884,679|6,601,630|32,114|27|847,639|4,918
兵庫|377,715|1,448,172|11,873|10|363,661|2,185
奈良|83,713|478,726|7,039|2|76,309|365
和歌山|35,051|153,836|1,452|1|33,293|112
鳥取|11,773|342,277|1,071|0|10,544|14
島根|13,229|166,688|1,636|0|11,579|14
岡山|77,922|520,624|4,573|3|69,371|234
広島|122,083|1,676,700|11,245|8|110,377|461
山口|35,871|517,521|1,968|2|33,730|173
徳島|18,534|192,617|656|0|17,803|79
香川|38,043|247,386|2,684|0|35,239|120
愛媛|32,266|322,294|2,327|3|29,804|135
高知|20,798|244,766|1,246|1|19,448|104
福岡|361,787|2,432,528|24,987|9|328,523|1,198
佐賀|43,262|245,768|3,797|0|36,240|96
長崎|42,683|335,098|4,421|3|40,257|120
熊本|80,147|254,999|5,618|3|74,251|278
大分|42,338|526,679|2,938|0|39,250|150
宮崎|38,555|175,472|4,358|0|34,149|127
鹿児島|61,756|356,418|5,561|2|55,043|178
沖縄|155,222|736,733|11,075|5|143,673|447
その他（その他）|149|0|0|0|149|0
合計|7,709,559|46,311,890|405,799|183|7,247,887|29,394
