都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|31,910|612,515|5,790|43|24,766|964
青森|2,033|39,485|266|5|1,740|27
岩手|1,275|66,567|186|1|1,047|42
宮城|8,641|132,609|328|9|8,214|80
秋田|718|12,767|123|0|584|11
山形|1,775|54,650|195|5|1,543|37
福島|4,331|216,257|513|23|3,685|133
茨城|9,184|31,779|564|14|8,481|139
栃木|5,947|232,305|359|7|5,514|74
群馬|7,371|156,502|652|15|6,598|121
埼玉|42,068|832,383|2,545|54|38,754|769
千葉|35,835|583,560|1,283|24|33,894|658
東京|154,156|2,184,275|6,353|73|145,819|1,984
神奈川|58,587|881,892|2,317|63|55,411|859
新潟|2,924|129,911|405|6|2,485|34
富山|1,582|57,941|205|5|1,344|33
石川|3,328|80,335|578|10|2,650|98
福井|1,004|56,351|57|0|913|34
山梨|1,423|38,972|122|1|1,284|19
長野|4,463|166,383|350|7|4,089|76
岐阜|7,939|219,264|1,127|17|6,666|146
静岡|7,639|330,381|818|9|6,690|131
愛知|41,622|635,190|5,845|70|35,091|686
三重|4,581|109,813|600|12|4,003|98
滋賀|4,633|119,104|531|7|4,028|74
京都|14,885|240,384|1,536|23|13,182|197
大阪|96,142|1,675,293|14,538|375|78,633|2,036
兵庫|37,916|431,485|3,688|93|33,204|1,034
奈良|7,593|143,589|743|23|6,750|100
和歌山|2,517|38,247|161|39|2,281|36
鳥取|442|69,477|51|1|382|2
島根|469|22,393|78|3|391|0
岡山|6,508|108,427|1,308|26|4,071|73
広島|8,788|370,434|861|17|6,612|114
山口|2,562|98,010|546|9|1,961|55
徳島|1,595|51,730|142|3|1,395|58
香川|1,858|71,732|357|4|1,482|24
愛媛|2,643|74,593|150|5|2,426|67
高知|1,188|8,752|72|2|1,096|20
福岡|31,368|697,040|5,763|81|24,637|396
佐賀|2,321|45,957|306|8|1,950|16
長崎|2,789|105,688|430|16|2,304|56
熊本|5,485|74,137|912|21|4,484|89
大分|3,011|134,662|661|6|2,313|37
宮崎|2,887|38,333|354|5|2,499|25
鹿児島|2,986|93,644|427|3|2,519|28
沖縄|14,289|205,955|1,639|45|12,510|146
（その他）|149|-|0|-|149|-
合計|695,360|12,781,153|66,835|1,288|612,524|11,936
