都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|21,174|456,035|751|21|19,636|754
青森|1,070|25,683|158|0|892|20
岩手|687|46,272|97|0|560|30
宮城|6,341|94,160|1,478|9|4,831|32
秋田|301|7,580|23|0|272|6
山形|1,012|35,941|301|1|694|17
福島|2,583|154,011|288|11|2,179|116
茨城|6,831|26,579|311|1|6,393|127
栃木|4,732|175,778|248|2|4,414|70
群馬|5,081|114,876|205|4|4,777|99
埼玉|33,272|657,144|1,496|38|31,073|703
千葉|29,929|485,109|1,127|19|28,228|574
東京|122,347|1,783,496|3,658|48|116,913|1,776
神奈川|48,466|702,970|973|31|46,706|787
新潟|1,533|84,453|223|2|1,292|18
富山|948|42,146|29|0|890|29
石川|1,941|61,271|50|1|1,825|64
福井|610|36,059|57|0|528|25
山梨|981|32,134|23|0|939|19
長野|2,901|117,807|273|1|2,606|41
岐阜|4,995|161,919|141|4|4,728|126
静岡|5,792|250,200|262|1|5,412|118
愛知|27,589|469,439|839|10|26,164|586
三重|2,825|79,034|182|1|2,653|71
滋賀|2,834|87,898|150|3|2,628|56
京都|9,573|179,251|288|1|9,125|170
大阪|54,096|1,081,596|4,561|124|47,908|1,191
兵庫|20,431|302,296|1,549|71|18,288|594
奈良|3,912|98,084|384|4|3,473|55
和歌山|1,336|27,128|129|5|1,165|18
鳥取|276|48,976|59|0|206|2
島根|288|18,022|4|0|284|0
岡山|2,741|81,422|82|3|2,575|36
広島|5,190|181,159|95|1|4,979|106
山口|1,435|68,811|37|0|1,355|43
徳島|572|33,175|105|2|449|18
香川|888|52,550|113|0|759|19
愛媛|1,457|41,338|363|0|1,070|24
高知|921|7,447|13|2|889|19
福岡|19,080|515,423|358|5|18,389|333
佐賀|1,214|32,431|56|0|1,165|13
長崎|1,645|78,385|26|0|1,580|39
熊本|3,517|58,352|27|2|3,416|74
大分|1,320|93,820|19|1|1,279|22
宮崎|1,966|24,863|20|0|1,924|22
鹿児島|1,847|73,778|59|0|1,780|28
沖縄|9,795|167,146|809|2|8,864|128
（その他）|149|-|0|-|149|-
合計|480,424|9,453,447|22,499|431|448,304|9,218
