都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|46,457|882,523|2,566|13|42,318|1,428
青森|2,850|58,483|206|0|2,612|32
岩手|2,145|96,266|188|0|1,910|47
宮城|10,463|177,186|639|6|9,670|91
秋田|1,073|17,804|71|2|981|21
山形|2,331|73,306|216|2|2,068|47
福島|6,400|323,586|858|10|5,380|162
茨城|14,045|35,004|1,861|20|12,014|170
栃木|9,216|358,573|1,311|16|7,817|88
群馬|9,747|221,885|1,147|7|8,445|155
埼玉|64,759|1,132,283|13,437|75|50,468|854
千葉|55,425|815,688|7,282|52|47,407|736
東京|245,219|2,910,857|35,906|150|207,003|2,310
神奈川|94,894|1,224,026|12,479|137|81,411|1,004
新潟|4,477|203,665|616|7|3,807|54
富山|2,534|84,658|321|4|2,175|38
石川|5,677|140,856|922|11|4,634|118
福井|1,825|83,932|284|1|1,505|36
山梨|2,666|76,621|357|0|2,293|21
長野|5,647|233,083|415|0|5,208|94
岐阜|10,095|302,793|362|4|9,544|189
静岡|11,978|465,943|1,690|6|10,131|157
愛知|55,761|938,412|2,693|12|52,056|1,012
三重|6,210|164,729|598|6|5,654|114
滋賀|6,589|176,457|661|5|5,834|94
京都|19,918|321,775|1,764|50|17,634|249
大阪|121,294|2,561,578|9,883|366|107,629|2,731
兵庫|46,264|572,230|2,924|28|42,021|1,320
奈良|9,628|191,995|704|11|8,791|133
和歌山|3,208|46,908|271|18|2,814|49
鳥取|970|104,103|308|1|641|3
島根|795|37,500|93|1|700|2
岡山|8,848|189,599|599|3|7,812|127
広島|12,624|594,849|488|7|11,824|179
山口|3,420|133,190|179|0|3,161|80
徳島|1,848|74,719|86|1|1,699|63
香川|2,524|97,106|316|1|2,178|32
愛媛|3,140|109,084|267|4|2,796|77
高知|2,176|65,108|114|6|2,033|29
福岡|43,723|954,425|5,152|11|37,293|537
佐賀|2,948|67,666|223|0|2,687|24
長崎|3,730|139,972|345|0|3,316|69
熊本|7,728|88,575|823|4|6,784|121
大分|3,890|192,524|266|0|3,560|64
宮崎|3,398|46,942|222|1|3,150|27
鹿児島|4,317|122,724|354|0|3,892|39
沖縄|28,167|296,244|4,580|79|23,287|239
（その他）|149|-|0|-|149|-
合計|1,013,190|18,207,435|117,047|1,138|878,196|15,266
