都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|43,630|844,385|1,149|5|40,965|1,424
青森|2,636|55,558|62|0|2,543|31
岩手|1,950|92,810|106|0|1,797|47
宮城|9,755|170,646|195|3|9,438|91
秋田|1,001|17,219|26|1|955|20
山形|2,101|70,601|21|0|2,033|47
福島|5,499|306,984|327|10|5,010|162
茨城|11,901|34,677|733|6|11,001|167
栃木|7,892|324,418|493|9|7,315|84
群馬|8,447|211,976|279|3|8,013|155
埼玉|54,191|1,068,851|5,286|50|48,058|847
千葉|47,057|767,625|3,211|24|43,115|731
東京|206,745|2,774,218|16,344|80|188,116|2,285
神奈川|79,188|1,147,899|5,013|59|73,192|983
新潟|3,864|192,945|280|2|3,530|54
富山|2,199|81,135|115|3|2,046|38
石川|4,811|134,716|593|2|4,092|116
福井|1,520|77,896|106|0|1,378|36
山梨|2,302|69,775|111|0|2,170|21
長野|5,189|223,879|97|0|5,071|94
岐阜|9,705|291,917|138|2|9,379|188
静岡|10,473|444,768|757|2|9,561|155
愛知|52,980|911,316|1,103|8|50,872|1,005
三重|5,652|156,553|191|5|5,489|114
滋賀|5,886|167,554|197|2|5,596|93
京都|17,802|307,360|531|8|16,847|249
大阪|111,281|2,423,110|4,464|160|103,193|2,719
兵庫|42,860|548,951|1,039|19|40,506|1,315
奈良|8,875|184,628|276|5|8,466|133
和歌山|2,856|43,916|94|3|2,650|49
鳥取|683|96,196|123|2|518|2
島根|690|33,691|104|0|584|2
岡山|7,984|178,588|104|1|7,518|127
広島|11,912|587,777|178|4|11,506|179
山口|3,237|130,605|46|0|3,111|80
徳島|1,755|71,287|54|0|1,638|63
香川|2,182|92,859|51|0|2,103|32
愛媛|2,876|103,172|85|3|2,714|77
高知|2,031|62,190|72|4|1,930|29
福岡|38,022|906,061|1,334|8|35,751|532
佐賀|2,674|62,606|56|0|2,609|24
長崎|3,384|134,979|119|0|3,198|69
熊本|6,761|84,262|205|0|6,435|121
大分|3,594|184,120|69|0|3,461|64
宮崎|3,190|45,586|66|0|3,086|27
鹿児島|3,902|116,877|111|2|3,767|39
沖縄|23,548|278,430|1,715|44|21,595|233
（その他）|149|-|0|-|149|-
合計|888,822|17,317,572|47,829|539|824,070|15,153
