都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|60,295|1,100,711|409|6|58,454|1,467
青森|5,713|86,896|191|3|5,486|36
岩手|3,482|120,550|10|0|3,420|52
宮城|16,217|238,667|159|3|15,936|117
秋田|1,875|26,030|31|1|1,818|26
山形|3,505|95,561|41|1|3,408|56
福島|9,446|404,659|56|4|9,216|174
茨城|24,187|39,827|270|10|23,702|215
栃木|15,277|478,568|215|4|14,946|116
群馬|16,589|290,742|147|10|16,270|172
埼玉|114,848|1,438,072|1,494|48|112,346|1,008
千葉|99,699|1,055,252|900|35|97,734|1,000
東京|375,812|3,615,629|2,958|88|369,907|2,947
神奈川|167,789|1,579,540|1,270|61|165,256|1,263
新潟|7,880|279,625|186|3|7,634|60
富山|4,797|112,486|41|2|4,706|50
石川|7,891|191,608|125|2|7,620|124
福井|3,054|114,975|63|1|2,954|37
山梨|5,114|111,974|107|0|4,978|29
長野|8,748|310,469|87|1|8,620|96
岐阜|18,785|401,904|325|4|18,438|215
静岡|26,637|609,854|210|3|26,221|206
愛知|105,386|1,279,026|1,996|28|102,254|1,136
三重|14,633|262,689|190|2|14,600|163
滋賀|12,278|251,454|188|1|11,990|100
京都|35,541|416,840|936|18|34,293|279
大阪|199,978|3,415,780|3,309|240|191,913|2,974
兵庫|77,414|736,067|1,127|26|74,899|1,388
奈良|15,675|245,646|192|3|15,334|149
和歌山|5,249|64,734|55|9|5,030|61
鳥取|1,640|144,097|14|0|1,598|5
島根|1,621|53,023|52|0|1,565|4
岡山|15,111|262,448|105|3|14,843|136
広島|21,674|884,248|272|6|21,206|196
山口|5,592|182,635|57|0|5,446|89
徳島|3,258|102,409|53|1|3,141|64
香川|4,685|127,233|37|2|4,612|36
愛媛|5,180|148,223|112|2|4,987|81
高知|4,107|94,905|39|1|4,037|31
福岡|73,991|1,234,621|1,617|23|71,725|611
佐賀|5,764|101,205|74|1|5,706|29
長崎|5,998|176,827|73|0|5,854|72
熊本|14,283|121,653|160|4|13,988|135
大分|8,106|259,311|124|3|7,901|81
宮崎|6,130|72,363|38|2|6,029|41
鹿児島|9,059|166,682|49|0|9,008|65
沖縄|49,699|390,546|877|31|48,356|317
その他（その他）|149|0|0|0|149|0
合計|1,699,841|23,898,264|21,041|696|1,659,534|17,709
