都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|41,216|770,984|1,415|29|38,516|1,382
青森|2,476|49,864|33|0|2,412|31
岩手|1,659|83,733|50|1|1,563|46
宮城|9,104|155,430|64|5|8,949|88
秋田|825|14,558|62|1|743|20
山形|2,020|64,565|13|2|1,960|47
福島|4,840|276,045|117|4|4,562|161
茨城|10,440|33,152|251|6|10,027|162
栃木|6,939|283,160|217|11|6,641|81
群馬|8,022|190,917|56|7|7,814|152
埼玉|46,100|955,947|1,013|13|44,257|830
千葉|39,826|671,675|1,029|17|38,093|704
東京|172,041|2,488,038|4,154|37|165,665|2,222
神奈川|66,606|1,022,092|1,618|39|64,044|944
新潟|3,397|168,208|51|3|3,299|47
富山|2,036|72,570|63|2|1,936|37
石川|3,927|121,110|46|0|3,764|115
福井|1,240|66,408|165|0|1,041|34
山梨|2,059|54,750|222|0|1,816|21
長野|5,023|199,773|78|2|4,929|91
岐阜|9,429|267,444|156|4|9,087|186
静岡|9,206|396,428|315|4|8,741|150
愛知|50,815|814,830|1,206|33|48,659|950
三重|5,244|142,045|101|4|5,171|110
滋賀|5,537|149,511|113|6|5,334|90
京都|16,539|280,079|158|13|16,120|241
大阪|103,038|2,112,180|1,457|170|98,121|2,647
兵庫|40,816|501,880|266|24|39,271|1,282
奈良|8,263|166,297|170|7|7,964|129
和歌山|2,672|41,620|16|2|2,549|49
鳥取|466|82,396|2|0|455|2
島根|552|29,812|2|1|549|1
岡山|7,587|162,012|72|8|7,385|126
広島|11,470|545,235|187|13|11,074|174
山口|3,130|119,622|65|1|2,988|77
徳島|1,655|64,277|12|0|1,580|63
香川|2,091|84,979|26|1|2,040|30
愛媛|2,752|95,439|13|3|2,664|75
高知|1,788|11,163|93|6|1,671|24
福岡|35,414|822,202|514|16|34,344|519
佐賀|2,554|56,182|17|0|2,549|24
長崎|3,153|123,087|82|0|3,002|69
熊本|6,464|81,798|85|7|6,266|113
大分|3,491|166,555|36|1|3,393|62
宮崎|3,076|44,111|20|0|3,019|27
鹿児島|3,653|110,319|47|1|3,600|38
沖縄|20,546|247,994|1,262|63|19,111|179
（その他）|149|-|0|-|149|-
合計|791,346|15,462,476|17,210|567|758,887|14,652
