都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|44,424|856,316|1,567|6|41,255|1,425
青森|2,698|56,227|103|0|2,563|32
岩手|2,002|93,968|128|0|1,827|47
宮城|9,906|172,401|271|2|9,507|91
秋田|1,020|17,280|40|1|960|20
山形|2,141|71,020|57|0|2,037|47
福島|5,756|312,129|530|10|5,064|162
茨城|12,461|34,777|1,101|5|11,192|168
栃木|8,324|349,258|830|11|7,409|85
群馬|8,792|214,049|535|3|8,102|155
埼玉|56,943|1,086,517|7,515|50|48,580|848
千葉|49,178|782,202|4,374|32|44,070|734
東京|217,968|2,813,648|23,319|95|192,356|2,293
神奈川|83,349|1,161,454|7,251|72|75,112|986
新潟|4,017|194,996|376|1|3,587|54
富山|2,286|81,846|176|2|2,072|38
石川|5,105|136,815|781|5|4,199|118
福井|1,606|79,387|176|0|1,394|36
山梨|2,353|72,269|147|0|2,185|21
長野|5,294|225,305|184|0|5,090|94
岐阜|9,780|295,752|180|2|9,412|188
静岡|10,862|450,893|1,063|3|9,642|157
愛知|53,720|916,619|1,569|8|51,143|1,008
三重|5,763|159,799|252|4|5,540|114
滋賀|6,023|170,024|295|2|5,635|93
京都|18,331|311,776|875|13|17,008|249
大阪|114,135|2,467,763|6,396|223|104,059|2,721
兵庫|43,658|555,616|1,475|27|40,867|1,316
奈良|9,055|186,050|382|7|8,540|133
和歌山|2,971|44,814|180|9|2,675|49
鳥取|773|98,589|176|1|547|2
島根|730|36,029|81|1|647|2
岡山|8,185|183,050|245|3|7,612|127
広島|12,084|587,777|258|6|11,581|179
山口|3,297|130,605|107|0|3,110|80
徳島|1,788|72,194|72|1|1,653|63
香川|2,273|94,150|127|1|2,118|32
愛媛|2,925|105,424|121|3|2,727|77
高知|2,087|62,424|107|6|1,951|29
福岡|39,370|919,474|2,291|12|36,043|532
佐賀|2,747|63,906|101|0|2,631|24
長崎|3,461|137,044|159|0|3,234|69
熊本|6,914|85,341|332|0|6,461|121
大分|3,658|186,708|119|0|3,475|64
宮崎|3,221|45,764|95|0|3,098|27
鹿児島|3,968|119,576|163|0|3,784|39
沖縄|24,761|283,936|2,501|64|22,018|236
（その他）|149|-|0|-|149|-
合計|922,312|17,582,961|69,183|691|835,921|15,185
