都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|220,913|1,843,648|15,769|3|203,125|1,928
青森|35,325|194,168|3,767|0|31,476|82
岩手|18,009|215,707|2,155|0|15,777|77
宮城|57,370|454,481|5,078|5|51,383|174
秋田|16,049|50,815|2,181|2|13,823|45
山形|17,363|170,594|2,104|2|15,180|79
福島|35,376|677,230|3,439|3|31,739|198
茨城|112,205|44,762|7,032|4|104,796|377
栃木|61,895|661,069|5,878|1|55,774|243
群馬|69,233|542,355|4,669|2|64,280|284
埼玉|423,962|2,437,514|26,171|23|396,415|1,376
千葉|354,519|1,801,695|17,336|15|332,519|1,657
東京|1,242,659|5,961,304|90,957|32|1,147,545|4,157
神奈川|597,511|2,180,686|29,433|38|566,067|2,011
新潟|41,805|518,977|3,737|0|37,980|88
富山|27,586|210,762|3,002|4|24,508|76
石川|34,165|348,670|1,953|5|32,006|184
福井|21,057|261,585|1,191|1|19,825|41
山梨|22,826|239,637|1,655|1|21,110|63
長野|43,388|569,748|4,412|0|38,327|167
岐阜|68,061|727,859|3,608|1|63,608|312
静岡|120,366|1,051,443|7,158|0|112,167|376
愛知|407,197|2,308,180|18,858|23|386,381|1,958
三重|55,024|419,043|3,746|6|52,486|265
滋賀|68,653|517,413|5,264|3|63,199|190
京都|154,131|716,904|8,556|11|143,754|660
大阪|791,075|6,165,596|36,636|380|749,777|4,643
兵庫|329,941|1,349,577|14,463|13|313,385|2,096
奈良|74,026|445,915|9,206|11|64,475|345
和歌山|28,156|135,408|980|1|26,895|110
鳥取|9,200|301,822|738|0|8,344|12
島根|9,216|135,610|875|0|8,331|10
岡山|62,311|474,647|2,704|2|56,294|223
広島|94,817|1,494,137|7,553|2|86,816|448
山口|28,987|484,444|2,180|1|26,644|163
徳島|16,042|178,250|856|1|15,111|79
香川|29,294|224,050|2,593|2|26,592|109
愛媛|24,598|291,443|2,223|4|22,246|129
高知|16,919|216,426|1,330|1|15,488|101
福岡|299,567|2,229,348|25,311|10|266,460|1,123
佐賀|31,770|215,715|1,954|0|27,093|87
長崎|32,632|305,517|2,729|1|31,253|116
熊本|64,061|228,012|4,313|6|59,476|272
大分|31,808|478,019|2,305|2|29,361|142
宮崎|25,273|150,099|2,130|0|23,100|117
鹿児島|43,262|304,465|4,000|1|38,316|170
沖縄|121,209|656,252|6,448|4|114,327|439
その他（その他）|149|0|0|0|149|0
合計|6,490,961|41,591,001|410,636|627|6,035,183|28,002
