都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|354,216|2,233,900|21,155|5|331,333|2,056
青森|55,849|244,223|2,415|0|53,330|104
岩手|34,086|276,707|2,667|0|31,330|89
宮城|85,723|575,694|3,639|0|81,443|195
秋田|30,059|61,754|1,493|0|28,499|67
山形|28,082|193,564|1,692|0|26,296|94
福島|62,794|819,878|3,319|0|59,255|220
茨城|157,591|1,240,444|2,963|0|154,192|436
栃木|90,348|745,591|2,780|3|87,296|272
群馬|93,600|640,042|2,884|2|90,397|319
埼玉|547,088|2,814,916|9,360|1|536,142|1,586
千葉|447,298|2,076,474|6,831|4|435,965|1,774
東京|1,531,950|6,817,973|37,327|2|1,490,141|4,482
神奈川|749,089|2,180,686|12,717|9|734,182|2,190
新潟|70,808|645,547|3,056|1|67,661|91
富山|36,936|246,498|2,278|1|34,565|93
石川|54,734|442,089|3,650|1|50,866|195
福井|34,517|322,550|1,684|0|32,788|45
山梨|32,022|327,859|973|0|30,987|68
長野|72,502|718,210|2,737|0|69,443|193
岐阜|99,546|878,949|4,661|0|94,019|334
静岡|167,921|1,235,913|7,469|0|159,632|409
愛知|534,076|2,692,530|18,339|4|513,678|2,059
三重|81,213|518,286|3,031|0|79,808|300
滋賀|89,778|633,349|2,883|0|86,676|219
京都|201,712|826,170|7,432|6|192,896|714
大阪|967,214|7,028,699|27,883|16|934,297|5,034
兵庫|420,214|1,550,688|11,362|3|406,623|2,231
奈良|91,915|512,196|3,823|0|87,707|385
和歌山|41,726|171,958|1,197|0|40,203|117
鳥取|14,799|392,621|991|0|13,594|20
島根|16,712|210,439|904|0|15,793|15
岡山|96,666|579,695|4,564|1|90,421|247
広島|153,988|1,852,717|10,531|0|142,973|484
山口|43,782|567,065|2,561|1|41,045|176
徳島|21,887|212,173|1,025|0|20,782|82
香川|47,507|272,927|2,436|1|44,948|123
愛媛|38,939|358,172|1,821|2|36,979|139
高知|27,191|282,783|1,891|0|25,188|112
福岡|420,684|2,659,589|14,822|2|397,609|1,249
佐賀|51,839|274,136|2,096|0|47,152|105
長崎|54,656|376,815|3,602|1|53,877|124
熊本|96,734|279,072|5,330|3|91,116|288
大分|53,196|580,538|2,596|0|50,440|160
宮崎|51,869|189,477|3,910|1|47,894|141
鹿児島|81,217|408,890|4,520|0|75,953|194
沖縄|210,632|830,355|15,340|11|194,828|459
その他（その他）|149|0|0|0|149|0
合計|8,747,054|50,000,801|292,640|81|8,412,391|30,489
