都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|277,794|2,015,798|23,032|6|252,442|1,983
青森|45,638|216,703|4,863|0|40,681|94
岩手|25,930|244,352|3,447|1|22,400|83
宮城|71,533|508,295|5,589|4|65,246|183
秋田|23,342|55,809|2,496|2|20,794|52
山形|22,223|181,903|2,159|1|19,979|85
福島|49,394|738,084|5,406|2|43,782|206
茨城|139,699|45,068|5,248|2|134,038|413
栃木|77,700|707,508|7,314|1|70,122|264
群馬|81,824|585,385|4,171|1|77,347|306
埼玉|500,400|2,620,508|18,720|8|480,251|1,429
千葉|412,854|1,921,694|17,842|8|383,771|1,735
東京|1,412,256|6,367,384|81,376|14|1,326,575|4,305
神奈川|686,847|2,180,686|21,262|26|663,464|2,121
新潟|58,164|576,428|4,269|1|53,804|91
富山|31,412|224,591|1,734|0|29,588|90
石川|41,561|390,203|3,948|5|37,401|189
福井|26,031|287,162|1,168|1|24,818|45
山梨|27,523|274,619|1,309|0|26,152|66
長野|59,614|640,632|5,418|0|53,464|169
岐阜|82,542|791,531|4,784|0|77,063|323
静岡|142,915|1,133,276|7,261|2|133,514|397
愛知|469,553|2,463,255|24,558|14|442,984|2,011
三重|68,979|464,184|4,480|0|65,917|284
滋賀|79,019|573,864|4,052|0|74,757|210
京都|176,401|767,086|8,093|9|166,769|699
大阪|879,751|6,577,960|33,989|30|840,846|4,906
兵庫|375,574|1,443,108|13,148|11|360,249|2,177
奈良|83,402|474,306|7,322|3|75,715|365
和歌山|34,686|152,806|1,572|1|32,810|112
鳥取|11,564|338,932|1,101|0|10,305|14
島根|12,918|166,688|1,581|1|11,323|14
岡山|77,040|520,624|4,573|3|69,371|234
広島|120,528|1,662,088|12,117|6|107,951|460
山口|35,541|517,521|2,005|1|33,363|173
徳島|18,386|191,640|648|0|17,662|79
香川|37,558|246,750|2,909|0|34,532|117
愛媛|31,738|321,649|2,299|3|29,305|134
高知|20,531|238,728|1,360|2|19,067|104
福岡|358,033|2,418,384|29,862|9|320,035|1,190
佐賀|42,320|243,445|4,167|0|35,386|96
長崎|41,864|333,142|4,535|3|39,240|120
熊本|78,057|253,501|6,198|2|71,582|277
大分|41,558|523,423|2,706|0|38,703|149
宮崎|37,855|174,119|4,088|0|33,719|126
鹿児島|60,408|353,169|5,543|2|53,807|175
沖縄|153,315|730,677|11,722|6|141,136|445
その他（その他）|149|0|0|0|149|0
合計|7,643,924|44,858,668|427,444|191|7,163,379|29,300
