都道府県名|陽性者数|PCR検査等実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|331,461|2,156,600|26,167|6|303,098|2,029
青森|52,533|234,744|2,451|0|49,981|101
岩手|31,547|265,758|2,830|0|28,631|86
宮城|80,594|550,606|3,878|5|76,321|193
秋田|28,415|60,197|2,193|0|26,157|65
山形|26,114|189,556|2,060|1|23,964|90
福島|58,751|791,662|4,747|1|53,788|216
茨城|152,393|1,240,444|3,643|1|148,317|433
栃木|86,809|731,901|3,763|1|82,776|270
群馬|89,986|620,698|3,283|0|86,390|313
埼玉|534,031|2,745,212|11,993|2|520,513|1,525
千葉|436,999|2,013,565|8,748|6|420,103|1,764
東京|1,494,160|6,661,646|50,041|3|1,439,715|4,404
神奈川|730,075|2,180,686|14,688|15|713,223|2,164
新潟|66,863|621,083|3,820|0|62,952|91
富山|34,756|237,784|2,020|1|32,643|93
石川|49,916|416,911|4,305|3|45,395|193
福井|31,482|310,970|1,861|0|29,576|45
山梨|30,652|307,635|1,007|0|29,580|68
長野|68,006|690,476|3,226|0|64,538|186
岐阜|93,119|843,163|4,719|1|87,761|326
静岡|158,308|1,195,484|8,130|0|149,584|404
愛知|511,326|2,614,846|18,848|4|490,441|2,037
三重|76,980|495,104|3,433|0|75,111|287
滋賀|85,867|614,287|3,050|0|82,600|217
京都|192,594|801,198|7,739|12|183,729|707
大阪|936,269|6,866,628|29,036|21|902,243|4,990
兵庫|405,143|1,513,791|12,437|9|390,491|2,215
奈良|89,082|497,026|4,372|1|84,328|382
和歌山|39,395|165,807|1,681|0|37,390|117
鳥取|13,686|372,960|1,051|0|12,435|16
島根|15,676|193,988|1,249|0|14,412|15
岡山|90,011|552,358|4,676|1|81,134|245
広島|142,126|1,777,041|11,399|2|130,250|477
山口|40,405|543,637|2,516|2|37,714|175
徳島|20,391|203,574|1,052|0|19,268|80
香川|44,122|262,383|2,953|0|41,046|123
愛媛|36,560|344,178|1,911|3|34,511|138
高知|24,727|266,875|2,083|0|22,535|109
福岡|400,288|2,573,818|16,505|4|376,151|1,237
佐賀|49,216|263,087|2,747|0|43,876|105
長崎|50,408|354,499|3,933|0|49,050|124
熊本|90,135|269,969|4,816|6|85,033|286
大分|49,224|558,119|2,785|1|46,280|159
宮崎|46,929|185,170|4,347|2|42,517|139
鹿児島|74,280|389,992|5,145|1|68,651|187
沖縄|189,570|792,916|16,925|12|172,174|455
その他（その他）|149|0|0|0|149|0
合計|8,381,529|48,540,032|336,262|127|7,998,525|30,081
