都道府県名|陽性者数 検査人数※3||％
北海道|3,868|91,667|4.2%
青森 ※3|273|5,899|4.6%
※3※4※5 岩手|30|5,655|0.5%
宮城 ※3※5|852|15,141|5.6%
秋田|67|2,642|2.5%
山形|87|6,750|1.3%
福島 ※3|415|31,746|1.3%
茨城|818|14,162|5.8%
栃木 ※3※5|498|45,794|1.1%
群馬 ※3※5|925|30,551|3.0%
埼玉 ※4|6,246|195,066|3.2%
千葉|5,354|135,791|3.9%
東京 ※1|32,618|627,902|5.2%
神奈川|9,340|209,445|4.5%
新潟 ※3※5|195|18,323|1.1%
富山 ※3※5|424|15,001|2.8%
石川 ※3|822|18,534|4.4%
福井 ※3|259|11,262|2.3%
山梨 ※3|225|11,926|1.9%
⾧野 ※3※5|370|24,098|1.5%
岐阜 ※5|735|27,945|2.6%
静岡 ※3※4|707|44,670|1.6%
※3※4※5 愛知|6,731|106,326|6.3%
三重 ※3|596|16,342|3.6%
都道府県名|陽性者数 検査人数※3||％
滋賀 ※3※5|601|14,787|4.1%
京都|2,101|54,297|3.9%
大阪 ※3※5|13,816|252,221|5.5%
※3※4※5 兵庫|3,486|72,674|4.8%
奈良 ※5|737|25,726|2.9%
和歌山|288|10,645|2.7%
鳥取 ※3|43|5,889|0.7%
島根 ※5|141|6,281|2.2%
岡山 ※4|338|11,198|3.0%
広島 ※3|671|28,463|2.4%
山口 ※4|225|11,960|1.9%
徳島 ※3|167|7,583|2.2%
香川 ※5|105|14,148|0.7%
愛媛|117|4,434|2.6%
高知|144|3,680|3.9%
※3※4※5 福岡|5,280|171,745|3.1%
佐賀 ※3|268|7,618|3.5%
⾧崎|246|23,574|1.0%
熊本|854|20,847|4.1%
大分|161|21,923|0.7%
宮崎|372|8,807|4.2%
鹿児島|523|23,324|2.2%
沖縄 ※3|3,518|61,098|5.8%
⾧崎船 ※2 その他|149|0|-
合計|106,806|2,575,560|4.1%
