都道府県名|陽性者数|PCR検査実施人数|入院治療等を要する者（人）||退院又は療養解除となった者の数（人）|死亡（累積）（人）
||||うち重症||
北海道|41,371|781,043|956|28|39,105|1,400
青森|2,502|50,832|51|0|2,420|31
岩手|1,681|86,220|47|2|1,588|46
宮城|9,140|157,217|70|3|8,974|90
秋田|890|15,522|108|1|762|20
山形|2,020|65,878|10|1|1,963|47
福島|4,905|281,414|125|3|4,619|161
茨城|10,571|33,416|260|4|10,146|165
栃木|7,052|303,886|240|9|6,731|81
群馬|8,037|194,467|46|6|7,839|152
埼玉|46,579|970,890|1,155|16|44,592|832
千葉|40,442|691,856|1,077|18|38,659|706
東京|174,607|2,528,074|4,605|51|167,766|2,236
神奈川|67,602|1,043,286|1,810|39|64,843|949
新潟|3,403|171,964|33|2|3,318|52
富山|2,042|74,213|38|1|1,966|38
石川|3,935|123,028|24|0|3,792|115
福井|1,300|69,296|162|0|1,103|35
山梨|2,101|54,750|97|1|1,984|21
長野|5,037|207,555|59|0|4,962|91
岐阜|9,447|271,006|81|3|9,179|187
静岡|9,347|406,370|308|7|8,889|150
愛知|51,024|832,336|872|26|49,190|962
三重|5,262|142,045|80|4|5,209|112
滋賀|5,559|151,955|79|5|5,390|90
京都|16,610|283,780|136|9|16,217|243
大阪|103,491|2,159,967|1,199|144|98,820|2,677
兵庫|40,919|508,625|233|14|39,379|1,308
奈良|8,345|169,824|197|3|8,017|131
和歌山|2,689|41,938|26|1|2,556|49
鳥取|481|83,458|15|0|456|2
島根|553|31,436|3|1|549|1
岡山|7,591|162,012|72|8|7,385|126
広島|11,502|548,898|123|13|11,186|175
山口|3,145|122,050|58|2|3,010|77
徳島|1,656|65,083|3|0|1,590|63
香川|2,097|86,095|20|0|2,051|31
愛媛|2,754|95,457|7|3|2,672|75
高知|1,831|11,460|93|9|1,713|25
福岡|35,551|833,367|389|14|34,616|520
佐賀|2,561|57,035|14|0|2,553|24
長崎|3,197|125,309|86|0|3,043|69
熊本|6,485|82,099|62|5|6,306|117
大分|3,492|168,943|21|0|3,408|63
宮崎|3,094|44,396|17|0|3,027|27
鹿児島|3,678|111,258|45|1|3,629|38
沖縄|20,846|251,775|1,037|54|19,628|187
（その他）|149|-|0|-|149|-
合計|798,573|15,752,784|16,249|511|766,949|14,797
